pago_id,order_proveedor_id,provider_id,provider_name,fecha_orden,condicion_pago,fecha_vencimiento,fecha_pago,monto_total,estado_pago
PP-000214,O-000214,PR-00034,Soluciones Arrieta y asociados S.A.,2025-07-12,30 días,2025-08-11,,8244.72,Pendiente
PP-000215,O-000215,PR-00034,Soluciones Arrieta y asociados S.A.,2025-08-10,30 días,2025-09-09,,5887.13,Pendiente
PP-000216,O-000216,PR-00870,Tecnologías Chacón S.Com.,2025-07-14,90 días,2025-10-12,,10926.64,Pendiente
PP-000217,O-000217,PR-00870,Tecnologías Chacón S.Com.,2025-07-14,90 días,2025-10-12,,11334.45,Pendiente
PP-000218,O-000218,PR-00870,Tecnologías Chacón S.Com.,2025-08-19,90 días,2025-11-17,2025-10-11,5181.54,Pagado
PP-000219,O-000219,PR-00889,Viana y Cañizares S.A.,2025-08-10,60 días,2025-10-09,2025-08-26,1862.85,Pagado
PP-000220,O-000220,PR-00683,Galán y Segarra S.A.T.,2025-06-26,30 días,2025-07-26,2025-07-17,1661.7,Pagado
PP-000221,O-000221,PR-00009,Fabiola Rodriguez Roig S.A.,2025-08-08,Contado,2025-08-08,2025-08-08,2903.68,Pagado
PP-000222,O-000222,PR-00009,Fabiola Rodriguez Roig S.A.,2025-07-12,Contado,2025-07-12,2025-07-12,2349.9,Pagado
PP-000223,O-000223,PR-01329,Grupo Niño S.Com.,2025-07-25,90 días,2025-10-23,2025-09-18,433.26,Pagado
PP-000224,O-000224,PR-00013,Manzano y Pedro S.L.,2025-08-07,30 días,2025-09-06,,4989.16,Pendiente
PP-000225,O-000225,PR-00014,Grupo Giménez S.A.T.,2025-08-18,30 días,2025-09-17,2025-09-13,4343.16,Pagado
PP-000226,O-000226,PR-00014,Grupo Giménez S.A.T.,2025-07-04,30 días,2025-08-03,2025-07-23,3270.75,Pagado
PP-000227,O-000227,PR-01097,Alimentación PXD S.L.N.E,2025-08-06,60 días,2025-10-05,2025-08-25,861.04,Pagado
PP-000228,O-000228,PR-00015,Gallo y Barbero S.Com.,2025-08-18,60 días,2025-10-17,,8955.28,Pendiente
PP-000229,O-000229,PR-01375,Grupo Pazos S.A.,2025-08-17,60 días,2025-10-16,2025-10-11,2564.96,Pagado
PP-000230,O-000230,PR-01375,Grupo Pazos S.A.,2025-07-12,60 días,2025-09-10,,749.8,Pendiente
PP-000231,O-000231,PR-00038,Logística Globales S.Com.,2025-08-12,60 días,2025-10-11,2025-10-06,4229.28,Pagado
PP-000232,O-000232,PR-01220,Transportes Asenjo S.A.,2025-07-14,60 días,2025-09-12,2025-08-07,618.54,Pagado
PP-000233,O-000233,PR-00785,Tadeo Vergara Suárez S.A.,2025-07-29,90 días,2025-10-27,2025-10-12,5964.38,Pagado
PP-000234,O-000234,PR-01405,Familia Duque S.Com.,2025-07-27,60 días,2025-09-25,2025-08-20,3648.11,Pagado
PP-000235,O-000235,PR-01405,Familia Duque S.Com.,2025-07-10,60 días,2025-09-08,,5367.26,Pendiente
PP-000236,O-000236,PR-01472,Simón Barrios Nogueira S.Coop.,2025-08-03,90 días,2025-11-01,,5636.44,Pendiente
PP-000237,O-000237,PR-01330,Inmobiliaria Menéndez S.L.,2025-08-01,90 días,2025-10-30,,3557.29,Pendiente
PP-000238,O-000238,PR-01330,Inmobiliaria Menéndez S.L.,2025-08-21,90 días,2025-11-19,2025-10-05,825.53,Pagado
PP-000239,O-000239,PR-00043,Fábrica Iberia S.Coop.,2025-06-27,60 días,2025-08-26,2025-07-16,5820.1,Pagado
PP-000240,O-000240,PR-00756,Silvio Pallarès Cañas S.Com.,2025-07-08,90 días,2025-10-06,2025-09-19,5056.82,Pagado
PP-000241,O-000241,PR-01179,Desarrollo RPZG S.A.D,2025-07-11,90 días,2025-10-09,2025-09-27,4156.62,Pagado
PP-000242,O-000242,PR-00033,Desarrollo QS S.A.U,2025-08-16,30 días,2025-09-15,2025-08-28,1184.0,Pagado
PP-000243,O-000243,PR-00889,Viana y Cañizares S.A.,2025-07-11,60 días,2025-09-09,2025-08-23,3216.72,Pagado
PP-000244,O-000244,PR-00037,Inmobiliaria ZO S.L.,2025-08-21,60 días,2025-10-20,,10820.16,Pendiente
PP-000245,O-000245,PR-00008,Consultoría FYAO S.L.,2025-07-21,30 días,2025-08-20,2025-07-26,1560.24,Pagado
PP-000246,O-000246,PR-00008,Consultoría FYAO S.L.,2025-08-09,30 días,2025-09-08,,4207.7,Pendiente
PP-000247,O-000247,PR-01329,Grupo Niño S.Com.,2025-08-19,90 días,2025-11-17,,9840.0,Pendiente
PP-000248,O-000248,PR-01078,Manuel y asociados S.A.,2025-08-21,90 días,2025-11-19,,320.92,Pendiente
PP-000249,O-000249,PR-00045,Logística Españolas S.L.,2025-08-18,90 días,2025-11-16,2025-09-16,944.68,Pagado
PP-000250,O-000250,PR-00045,Logística Españolas S.L.,2025-08-21,90 días,2025-11-19,2025-10-10,10146.0,Pagado
PP-000251,O-000251,PR-00045,Logística Españolas S.L.,2025-06-27,90 días,2025-09-25,,3043.6,Pendiente
PP-000252,O-000252,PR-00045,Logística Españolas S.L.,2025-08-19,90 días,2025-11-17,2025-10-10,5574.96,Pagado
PP-000253,O-000253,PR-00826,Arenas & Asociados S.A.,2025-08-03,60 días,2025-10-02,2025-09-14,2368.08,Pagado
PP-000254,O-000254,PR-00826,Arenas & Asociados S.A.,2025-06-28,60 días,2025-08-27,2025-07-03,4611.84,Pagado
PP-000255,O-000255,PR-00047,Familia Vera S.Coop.,2025-07-12,60 días,2025-09-10,2025-07-29,4986.24,Pagado
PP-000256,O-000256,PR-00033,Desarrollo QS S.A.U,2025-08-15,30 días,2025-09-14,2025-08-23,879.12,Pagado
PP-000257,O-000257,PR-00034,Soluciones Arrieta y asociados S.A.,2025-07-15,30 días,2025-08-14,,3742.05,Retrasado
PP-000258,O-000258,PR-00035,Farmaceútica Nadal S.A.,2025-07-25,60 días,2025-09-23,2025-07-29,4060.49,Pagado
PP-000259,O-000259,PR-00037,Inmobiliaria ZO S.L.,2025-07-15,60 días,2025-09-13,,378.88,Pendiente
PP-000260,O-000260,PR-01019,Farmaceútica Calvet S.A.,2025-08-18,Contado,2025-08-18,2025-08-18,1941.72,Pagado
PP-000261,O-000261,PR-01019,Farmaceútica Calvet S.A.,2025-08-19,Contado,2025-08-19,2025-08-19,6761.87,Pagado
PP-000262,O-000262,PR-00007,Maribel Sastre Maza S.L.L.,2025-07-29,90 días,2025-10-27,,4366.88,Pendiente
PP-000263,O-000263,PR-00007,Maribel Sastre Maza S.L.L.,2025-07-22,90 días,2025-10-20,,2376.0,Pendiente
PP-000264,O-000264,PR-01357,Servicios Inteligentes S.Coop.,2025-07-11,30 días,2025-08-10,2025-07-20,3787.56,Pagado
PP-000265,O-000265,PR-00009,Fabiola Rodriguez Roig S.A.,2025-07-28,Contado,2025-07-28,,1389.12,Retrasado
PP-000266,O-000266,PR-00986,Servicios Barrera S.Coop.,2025-08-19,60 días,2025-10-18,,5273.45,Pendiente
PP-000267,O-000267,PR-00011,Calderon y asociados S.A.,2025-07-23,60 días,2025-09-21,,3288.48,Pendiente
PP-000268,O-000268,PR-01431,Grupo Peralta S.Com.,2025-07-15,30 días,2025-08-14,,11457.6,Retrasado
PP-000269,O-000269,PR-00014,Grupo Giménez S.A.T.,2025-08-22,30 días,2025-09-21,2025-09-08,12844.26,Pagado
PP-000270,O-000270,PR-00014,Grupo Giménez S.A.T.,2025-08-16,30 días,2025-09-15,2025-09-09,3567.24,Pagado
PP-000271,O-000271,PR-01097,Alimentación PXD S.L.N.E,2025-07-13,60 días,2025-09-11,,291.84,Pendiente
PP-000272,O-000272,PR-00043,Fábrica Iberia S.Coop.,2025-07-23,60 días,2025-09-21,2025-08-16,10142.4,Pagado
PP-000273,O-000273,PR-00790,Hermanos Bonilla S.L.N.E,2025-07-30,60 días,2025-09-28,,1605.44,Pendiente
PP-000274,O-000274,PR-00703,Suministros VPK S.Com.,2025-08-19,90 días,2025-11-17,2025-10-23,4348.84,Pagado
PP-000275,O-000275,PR-01334,Familia Villaverde S.Com.,2025-07-07,30 días,2025-08-06,,2244.58,Retrasado
PP-000276,O-000276,PR-00036,Instalaciones Lladó S.L.,2025-08-24,90 días,2025-11-22,,7144.0,Pendiente
PP-000277,O-000277,PR-00036,Instalaciones Lladó S.L.,2025-06-26,90 días,2025-09-24,2025-07-11,7428.06,Pagado
PP-000278,O-000278,PR-00009,Fabiola Rodriguez Roig S.A.,2025-08-06,Contado,2025-08-06,2025-08-06,1695.6,Pagado
PP-000279,O-000279,PR-01329,Grupo Niño S.Com.,2025-07-04,90 días,2025-10-02,,5182.82,Pendiente
PP-000280,O-000280,PR-00011,Calderon y asociados S.A.,2025-08-09,60 días,2025-10-08,,5090.8,Pendiente
PP-000281,O-000281,PR-01431,Grupo Peralta S.Com.,2025-08-08,30 días,2025-09-07,2025-08-26,5610.68,Pagado
PP-000282,O-000282,PR-00044,Romeu y Barros S.L.,2025-08-09,60 días,2025-10-08,2025-09-12,8839.65,Pagado
PP-000283,O-000283,PR-00703,Suministros VPK S.Com.,2025-08-05,90 días,2025-11-03,2025-10-06,1896.3,Pagado
PP-000284,O-000284,PR-01334,Familia Villaverde S.Com.,2025-06-28,30 días,2025-07-28,2025-07-23,340.34,Pagado
PP-000285,O-000285,PR-01019,Farmaceútica Calvet S.A.,2025-08-07,Contado,2025-08-07,2025-08-07,12870.9,Pagado
PP-000286,O-000286,PR-00008,Consultoría FYAO S.L.,2025-08-02,30 días,2025-09-01,,5786.64,Pendiente
PP-000287,O-000287,PR-01329,Grupo Niño S.Com.,2025-08-07,90 días,2025-11-05,,9771.0,Pendiente
PP-000288,O-000288,PR-00012,Construcción Planas S.Coop.,2025-07-16,90 días,2025-10-14,,624.8,Pendiente
PP-000289,O-000289,PR-00013,Manzano y Pedro S.L.,2025-08-18,30 días,2025-09-17,,7258.34,Pendiente
PP-000290,O-000290,PR-00014,Grupo Giménez S.A.T.,2025-07-25,30 días,2025-08-24,,932.4,Pendiente
PP-000291,O-000291,PR-00014,Grupo Giménez S.A.T.,2025-08-22,30 días,2025-09-21,2025-09-16,8081.1,Pagado
PP-000292,O-000292,PR-00047,Familia Vera S.Coop.,2025-08-13,60 días,2025-10-12,,1452.63,Pendiente
PP-000293,O-000293,PR-00047,Familia Vera S.Coop.,2025-08-21,60 días,2025-10-20,2025-10-05,7989.12,Pagado
PP-000294,O-000294,PR-00749,Hnos Sola S.Com.,2025-08-24,90 días,2025-11-22,,849.5,Pendiente
PP-000295,O-000295,PR-00703,Suministros VPK S.Com.,2025-08-02,90 días,2025-10-31,2025-10-16,7533.6,Pagado
PP-000296,O-000296,PR-01019,Farmaceútica Calvet S.A.,2025-08-17,Contado,2025-08-17,,1242.23,Pendiente
PP-000297,O-000297,PR-00683,Galán y Segarra S.A.T.,2025-08-11,30 días,2025-09-10,,312.57,Pendiente
PP-000298,O-000298,PR-00633,Ballesteros & Asociados S.L.N.E,2025-07-19,60 días,2025-09-17,2025-09-16,3446.8,Pagado
PP-000299,O-000299,PR-00008,Consultoría FYAO S.L.,2025-08-21,30 días,2025-09-20,,9965.33,Pendiente
PP-000300,O-000300,PR-01329,Grupo Niño S.Com.,2025-08-07,90 días,2025-11-05,,927.36,Pendiente
PP-000301,O-000301,PR-01431,Grupo Peralta S.Com.,2025-08-20,30 días,2025-09-19,2025-08-30,1215.1,Pagado
PP-000302,O-000302,PR-00014,Grupo Giménez S.A.T.,2025-07-26,30 días,2025-08-25,2025-08-18,1025.43,Pagado
PP-000303,O-000303,PR-00043,Fábrica Iberia S.Coop.,2025-06-30,60 días,2025-08-29,,3849.56,Pendiente
PP-000304,O-000304,PR-00045,Logística Españolas S.L.,2025-08-13,90 días,2025-11-11,2025-09-01,9604.11,Pagado
PP-000305,O-000305,PR-00046,Téllez y Gómez S.L.L.,2025-07-18,30 días,2025-08-17,2025-08-06,6405.88,Pagado
PP-000306,O-000306,PR-00703,Suministros VPK S.Com.,2025-08-19,90 días,2025-11-17,,2569.25,Pendiente
PP-000307,O-000307,PR-00034,Soluciones Arrieta y asociados S.A.,2025-06-30,30 días,2025-07-30,2025-07-16,3640.0,Pagado
PP-000308,O-000308,PR-00703,Suministros VPK S.Com.,2025-07-16,90 días,2025-10-14,2025-08-23,4348.87,Pagado
PP-000309,O-000309,PR-00036,Instalaciones Lladó S.L.,2025-08-24,90 días,2025-11-22,2025-09-21,458.78,Pagado
PP-000310,O-000310,PR-00889,Viana y Cañizares S.A.,2025-08-14,60 días,2025-10-13,2025-09-12,1321.1,Pagado
PP-000311,O-000311,PR-01019,Farmaceútica Calvet S.A.,2025-07-19,Contado,2025-07-19,2025-07-19,6356.28,Pagado
PP-000312,O-000312,PR-00037,Inmobiliaria ZO S.L.,2025-07-22,60 días,2025-09-20,2025-09-04,12500.1,Pagado
PP-000313,O-000313,PR-00683,Galán y Segarra S.A.T.,2025-08-04,30 días,2025-09-03,2025-08-30,1536.47,Pagado
PP-000314,O-000314,PR-00009,Fabiola Rodriguez Roig S.A.,2025-08-10,Contado,2025-08-10,2025-08-10,3709.86,Pagado
PP-000315,O-000315,PR-00014,Grupo Giménez S.A.T.,2025-08-17,30 días,2025-09-16,2025-08-17,10465.96,Pagado
PP-000316,O-000316,PR-00014,Grupo Giménez S.A.T.,2025-07-05,30 días,2025-08-04,2025-07-28,329.22,Pagado
PP-000317,O-000317,PR-00014,Grupo Giménez S.A.T.,2025-07-23,30 días,2025-08-22,,4273.65,Retrasado
PP-000318,O-000318,PR-01097,Alimentación PXD S.L.N.E,2025-07-04,60 días,2025-09-02,,3720.96,Pendiente
PP-000319,O-000319,PR-00043,Fábrica Iberia S.Coop.,2025-08-21,60 días,2025-10-20,,551.85,Pendiente
PP-000320,O-000320,PR-00043,Fábrica Iberia S.Coop.,2025-07-23,60 días,2025-09-21,,4167.9,Pendiente
PP-000321,O-000321,PR-01179,Desarrollo RPZG S.A.D,2025-07-11,90 días,2025-10-09,,7682.64,Pendiente
PP-000322,O-000322,PR-00787,Salmerón y Aranda S.A.,2025-07-15,90 días,2025-10-13,2025-09-23,404.2,Pagado
PP-000323,O-000323,PR-00047,Familia Vera S.Coop.,2025-08-07,60 días,2025-10-06,2025-08-14,5388.4,Pagado
PP-000324,O-000324,PR-00749,Hnos Sola S.Com.,2025-08-12,90 días,2025-11-10,,4638.4,Pendiente
PP-000325,O-000325,PR-00703,Suministros VPK S.Com.,2025-08-21,90 días,2025-11-19,,8749.52,Pendiente
PP-000326,O-000326,PR-00035,Farmaceútica Nadal S.A.,2025-08-22,60 días,2025-10-21,,8864.24,Pendiente
PP-000327,O-000327,PR-00007,Maribel Sastre Maza S.L.L.,2025-07-22,90 días,2025-10-20,2025-09-20,258.3,Pagado
PP-000328,O-000328,PR-00910,Moll & Asociados S.L.,2025-07-27,30 días,2025-08-26,,11038.5,Pendiente
PP-000329,O-000329,PR-00008,Consultoría FYAO S.L.,2025-07-17,30 días,2025-08-16,2025-08-08,8616.72,Pagado
PP-000330,O-000330,PR-01329,Grupo Niño S.Com.,2025-07-22,90 días,2025-10-20,,3659.5,Pendiente
PP-000331,O-000331,PR-01431,Grupo Peralta S.Com.,2025-08-22,30 días,2025-09-21,,2852.0,Pendiente
PP-000332,O-000332,PR-00014,Grupo Giménez S.A.T.,2025-08-22,30 días,2025-09-21,,4920.52,Pendiente
PP-000333,O-000333,PR-00044,Romeu y Barros S.L.,2025-06-26,60 días,2025-08-25,,4399.6,Pendiente
PP-000334,O-000334,PR-01179,Desarrollo RPZG S.A.D,2025-07-17,90 días,2025-10-15,2025-08-10,3279.1,Pagado
PP-000335,O-000335,PR-00826,Arenas & Asociados S.A.,2025-06-30,60 días,2025-08-29,,8194.11,Pendiente
PP-000336,O-000336,PR-00749,Hnos Sola S.Com.,2025-07-20,90 días,2025-10-18,,2013.4,Pendiente
PP-000337,O-000337,PR-00749,Hnos Sola S.Com.,2025-07-26,90 días,2025-10-24,2025-08-17,2534.4,Pagado
PP-000338,O-000338,PR-00037,Inmobiliaria ZO S.L.,2025-08-16,60 días,2025-10-15,2025-10-11,1563.9,Pagado
PP-000339,O-000339,PR-00007,Maribel Sastre Maza S.L.L.,2025-07-05,90 días,2025-10-03,,984.48,Pendiente
PP-000340,O-000340,PR-00007,Maribel Sastre Maza S.L.L.,2025-07-24,90 días,2025-10-22,2025-09-02,4125.5,Pagado
PP-000341,O-000341,PR-00009,Fabiola Rodriguez Roig S.A.,2025-08-24,Contado,2025-08-24,,3360.66,Retrasado
PP-000342,O-000342,PR-00009,Fabiola Rodriguez Roig S.A.,2025-07-23,Contado,2025-07-23,,2603.48,Retrasado
PP-000343,O-000343,PR-00986,Servicios Barrera S.Coop.,2025-07-07,60 días,2025-09-05,2025-07-21,5401.24,Pagado
PP-000344,O-000344,PR-01329,Grupo Niño S.Com.,2025-08-16,90 días,2025-11-14,,711.36,Pendiente
PP-000345,O-000345,PR-00011,Calderon y asociados S.A.,2025-08-24,60 días,2025-10-23,2025-10-21,2451.75,Pagado
PP-000346,O-000346,PR-00012,Construcción Planas S.Coop.,2025-07-06,90 días,2025-10-04,2025-09-04,3141.75,Pagado
PP-000347,O-000347,PR-00013,Manzano y Pedro S.L.,2025-08-23,30 días,2025-09-22,,8912.64,Pendiente
PP-000348,O-000348,PR-00014,Grupo Giménez S.A.T.,2025-07-05,30 días,2025-08-04,2025-07-28,5414.4,Pagado
PP-000349,O-000349,PR-00043,Fábrica Iberia S.Coop.,2025-07-13,60 días,2025-09-11,,3428.04,Pendiente
PP-000350,O-000350,PR-00044,Romeu y Barros S.L.,2025-07-14,60 días,2025-09-12,,10758.72,Pendiente
PP-000351,O-000351,PR-00044,Romeu y Barros S.L.,2025-06-27,60 días,2025-08-26,2025-07-14,344.75,Pagado
PP-000352,O-000352,PR-00045,Logística Españolas S.L.,2025-07-24,90 días,2025-10-22,,3913.26,Pendiente
PP-000353,O-000353,PR-00046,Téllez y Gómez S.L.L.,2025-07-28,30 días,2025-08-27,,5934.06,Pendiente
PP-000354,O-000354,PR-00046,Téllez y Gómez S.L.L.,2025-08-10,30 días,2025-09-09,,4991.36,Pendiente
PP-000355,O-000355,PR-00787,Salmerón y Aranda S.A.,2025-08-18,90 días,2025-11-16,2025-09-28,5039.6,Pagado
PP-000356,O-000356,PR-00007,Maribel Sastre Maza S.L.L.,2025-07-10,90 días,2025-10-08,,9038.7,Pendiente
PP-000357,O-000357,PR-00009,Fabiola Rodriguez Roig S.A.,2025-06-28,Contado,2025-06-28,2025-06-28,259.56,Pagado
PP-000358,O-000358,PR-01172,Borja Puerta Pedraza S.A.,2025-07-06,30 días,2025-08-05,,6944.0,Retrasado
PP-000359,O-000359,PR-01431,Grupo Peralta S.Com.,2025-08-17,30 días,2025-09-16,,1089.99,Pendiente
PP-000360,O-000360,PR-00013,Manzano y Pedro S.L.,2025-07-21,30 días,2025-08-20,,2097.2,Retrasado
PP-000361,O-000361,PR-00014,Grupo Giménez S.A.T.,2025-07-22,30 días,2025-08-21,,6084.48,Retrasado
PP-000362,O-000362,PR-00756,Silvio Pallarès Cañas S.Com.,2025-08-23,90 días,2025-11-21,2025-11-15,3996.72,Pagado
PP-000363,O-000363,PR-00044,Romeu y Barros S.L.,2025-07-24,60 días,2025-09-22,2025-09-10,10062.9,Pagado
PP-000364,O-000364,PR-00749,Hnos Sola S.Com.,2025-06-26,90 días,2025-09-24,2025-07-27,2396.85,Pagado
PP-000365,O-000365,PR-01049,Servicios CEHA S.A.T.,2025-08-01,60 días,2025-09-30,2025-09-16,2334.78,Pagado
PP-000366,O-000366,PR-00035,Farmaceútica Nadal S.A.,2025-07-26,60 días,2025-09-24,,759.5,Pendiente
PP-000367,O-000367,PR-00870,Tecnologías Chacón S.Com.,2025-08-04,90 días,2025-11-02,,6937.67,Pendiente
PP-000368,O-000368,PR-01019,Farmaceútica Calvet S.A.,2025-07-27,Contado,2025-07-27,2025-07-27,3502.78,Pagado
PP-000369,O-000369,PR-00683,Galán y Segarra S.A.T.,2025-06-26,30 días,2025-07-26,2025-07-12,4982.8,Pagado
PP-000370,O-000370,PR-00851,Suministros Guardiola S.L.,2025-07-06,90 días,2025-10-04,2025-09-12,4176.92,Pagado
PP-000371,O-000371,PR-00009,Fabiola Rodriguez Roig S.A.,2025-07-24,Contado,2025-07-24,2025-07-24,1356.6,Pagado
PP-000372,O-000372,PR-00986,Servicios Barrera S.Coop.,2025-07-14,60 días,2025-09-12,2025-08-04,8150.36,Pagado
PP-000373,O-000373,PR-01329,Grupo Niño S.Com.,2025-07-23,90 días,2025-10-21,2025-09-18,741.8,Pagado
PP-000374,O-000374,PR-00011,Calderon y asociados S.A.,2025-07-06,60 días,2025-09-04,2025-07-13,3261.14,Pagado
PP-000375,O-000375,PR-00012,Construcción Planas S.Coop.,2025-07-08,90 días,2025-10-06,,634.2,Pendiente
PP-000376,O-000376,PR-01431,Grupo Peralta S.Com.,2025-07-07,30 días,2025-08-06,2025-07-30,2767.0,Pagado
PP-000377,O-000377,PR-01078,Manuel y asociados S.A.,2025-08-20,90 días,2025-11-18,,8354.6,Pendiente
PP-000378,O-000378,PR-00826,Arenas & Asociados S.A.,2025-07-28,60 días,2025-09-26,2025-08-30,7647.36,Pagado
PP-000379,O-000379,PR-00046,Téllez y Gómez S.L.L.,2025-08-08,30 días,2025-09-07,2025-08-28,3748.47,Pagado
PP-000380,O-000380,PR-00046,Téllez y Gómez S.L.L.,2025-07-28,30 días,2025-08-27,,3260.93,Pendiente
PP-000381,O-000381,PR-00787,Salmerón y Aranda S.A.,2025-07-04,90 días,2025-10-02,2025-07-15,522.72,Pagado
PP-000382,O-000382,PR-00870,Tecnologías Chacón S.Com.,2025-07-21,90 días,2025-10-19,2025-08-30,11408.78,Pagado
PP-000383,O-000383,PR-00889,Viana y Cañizares S.A.,2025-07-29,60 días,2025-09-27,2025-09-21,6139.78,Pagado
PP-000384,O-000384,PR-01019,Farmaceútica Calvet S.A.,2025-08-04,Contado,2025-08-04,2025-08-04,3412.84,Pagado
PP-000385,O-000385,PR-00007,Maribel Sastre Maza S.L.L.,2025-08-09,90 días,2025-11-07,2025-09-01,5352.69,Pagado
PP-000386,O-000386,PR-00007,Maribel Sastre Maza S.L.L.,2025-07-01,90 días,2025-09-29,2025-08-13,5607.36,Pagado
PP-000387,O-000387,PR-00008,Consultoría FYAO S.L.,2025-07-30,30 días,2025-08-29,2025-08-02,759.2,Pagado
PP-000388,O-000388,PR-01431,Grupo Peralta S.Com.,2025-08-05,30 días,2025-09-04,2025-08-13,3544.38,Pagado
PP-000389,O-000389,PR-00014,Grupo Giménez S.A.T.,2025-08-17,30 días,2025-09-16,,4947.85,Pendiente
PP-000390,O-000390,PR-00756,Silvio Pallarès Cañas S.Com.,2025-08-04,90 días,2025-11-02,,12449.7,Pendiente
PP-000391,O-000391,PR-01078,Manuel y asociados S.A.,2025-08-20,90 días,2025-11-18,2025-09-27,7538.16,Pagado
PP-000392,O-000392,PR-01078,Manuel y asociados S.A.,2025-08-20,90 días,2025-11-18,2025-09-21,5435.64,Pagado
PP-000393,O-000393,PR-00045,Logística Españolas S.L.,2025-08-05,90 días,2025-11-03,,11788.42,Pendiente
PP-000394,O-000394,PR-00047,Familia Vera S.Coop.,2025-07-14,60 días,2025-09-12,2025-09-03,7929.9,Pagado
PP-000395,O-000395,PR-00035,Farmaceútica Nadal S.A.,2025-07-08,60 días,2025-09-06,,9508.48,Pendiente
PP-000396,O-000396,PR-00889,Viana y Cañizares S.A.,2025-08-12,60 días,2025-10-11,,4719.33,Pendiente
PP-000397,O-000397,PR-00037,Inmobiliaria ZO S.L.,2025-08-08,60 días,2025-10-07,2025-09-23,1682.39,Pagado
PP-000398,O-000398,PR-00009,Fabiola Rodriguez Roig S.A.,2025-08-21,Contado,2025-08-21,2025-08-21,10608.48,Pagado
PP-000399,O-000399,PR-00013,Manzano y Pedro S.L.,2025-07-14,30 días,2025-08-13,,8443.2,Pendiente
PP-000400,O-000400,PR-01097,Alimentación PXD S.L.N.E,2025-07-06,60 días,2025-09-04,2025-07-29,1294.26,Pagado
PP-000401,O-000401,PR-01097,Alimentación PXD S.L.N.E,2025-06-27,60 días,2025-08-26,,7302.27,Pendiente
PP-000402,O-000402,PR-00043,Fábrica Iberia S.Coop.,2025-08-06,60 días,2025-10-05,2025-08-15,3338.88,Pagado
PP-000403,O-000403,PR-00045,Logística Españolas S.L.,2025-08-02,90 días,2025-10-31,2025-08-11,3379.5,Pagado
PP-000404,O-000404,PR-00045,Logística Españolas S.L.,2025-07-25,90 días,2025-10-23,,3236.8,Pendiente
PP-000405,O-000405,PR-00047,Familia Vera S.Coop.,2025-07-10,60 días,2025-09-08,,2226.12,Pendiente
PP-000406,O-000406,PR-00047,Familia Vera S.Coop.,2025-07-11,60 días,2025-09-09,2025-07-11,3138.03,Pagado
PP-000407,O-000407,PR-01049,Servicios CEHA S.A.T.,2025-07-27,60 días,2025-09-25,2025-08-07,3440.32,Pagado
PP-000408,O-000408,PR-00703,Suministros VPK S.Com.,2025-06-29,90 días,2025-09-27,,755.04,Pendiente
PP-000409,O-000409,PR-00037,Inmobiliaria ZO S.L.,2025-07-31,60 días,2025-09-29,,3821.12,Pendiente
PP-000410,O-000410,PR-01390,Delfina Ángel Nieto S.L.U.,2025-06-29,90 días,2025-09-27,,5427.24,Pendiente
PP-000411,O-000411,PR-00013,Manzano y Pedro S.L.,2025-07-01,30 días,2025-07-31,,2981.22,Pendiente
PP-000412,O-000412,PR-00014,Grupo Giménez S.A.T.,2025-08-20,30 días,2025-09-19,2025-09-09,10579.78,Pagado
PP-000413,O-000413,PR-01078,Manuel y asociados S.A.,2025-07-30,90 días,2025-10-28,,910.01,Pendiente
PP-000414,O-000414,PR-00826,Arenas & Asociados S.A.,2025-08-09,60 días,2025-10-08,2025-10-05,11035.4,Pagado
PP-000415,O-000415,PR-01049,Servicios CEHA S.A.T.,2025-07-08,60 días,2025-09-06,2025-08-21,4229.1,Pagado
PP-000416,O-000416,PR-00790,Hermanos Bonilla S.L.N.E,2025-07-23,60 días,2025-09-21,,509.2,Pendiente
PP-000417,O-000417,PR-00870,Tecnologías Chacón S.Com.,2025-06-30,90 días,2025-09-28,,2628.48,Pendiente
PP-000418,O-000418,PR-00036,Instalaciones Lladó S.L.,2025-08-02,90 días,2025-10-31,2025-08-07,3835.3,Pagado
PP-000419,O-000419,PR-00633,Ballesteros & Asociados S.L.N.E,2025-08-01,60 días,2025-09-30,2025-09-01,7958.4,Pagado
PP-000420,O-000420,PR-00007,Maribel Sastre Maza S.L.L.,2025-08-03,90 días,2025-11-01,,470.88,Pendiente
PP-000421,O-000421,PR-00910,Moll & Asociados S.L.,2025-07-21,30 días,2025-08-20,2025-08-06,7940.35,Pagado
PP-000422,O-000422,PR-00008,Consultoría FYAO S.L.,2025-07-08,30 días,2025-08-07,2025-07-18,527.28,Pagado
PP-000423,O-000423,PR-01329,Grupo Niño S.Com.,2025-08-12,90 días,2025-11-10,,223.82,Pendiente
