cobro_id,venta_id,fecha_cobro,monto_total,metodo_pago,estado_pago
PG-00426,C-000426,2025-07-07,241.7,Bizum,Completado
PG-00427,C-000427,2025-06-19,239.09,Transferencia,Completado
PG-00428,C-000428,2025-06-16,555.51,Tarjeta,Completado
PG-00429,C-000429,2025-08-07,416.1,Transferencia,Completado
PG-00430,C-000430,2025-06-17,513.29,Transferencia,Completado
PG-00431,C-000431,2025-06-22,1265.77,Efectivo,Completado
PG-00432,C-000432,2025-07-12,1107.68,Amazon Pay,Completado
PG-00433,C-000433,2025-07-28,730.93,Amazon Pay,Completado
PG-00434,C-000434,2025-07-10,402.8,Tarjeta,Fallido
PG-00435,C-000435,2025-06-09,698.94,Transferencia,Completado
PG-00436,C-000436,2025-06-21,40.05,Efectivo,Fallido
PG-00437,C-000437,2025-08-23,488.28,PayPal,Completado
PG-00438,C-000438,2025-06-19,489.28,Amazon Pay,Completado
PG-00439,C-000439,2025-08-06,24.48,Tarjeta,Completado
PG-00440,C-000440,2025-08-20,963.66,Bizum,Completado
PG-00441,C-000441,2025-07-20,526.3,Transferencia,Completado
PG-00442,C-000442,2025-07-24,988.1,Tarjeta,Completado
PG-00443,C-000443,2025-08-17,971.18,Efectivo,Completado
PG-00444,C-000444,2025-06-09,487.54,Bizum,Completado
PG-00445,C-000445,2025-06-20,240.97,Amazon Pay,Completado
PG-00446,C-000446,2025-06-04,161.56,PayPal,Completado
PG-00447,C-000447,2025-07-25,119.99,Bizum,Completado
PG-00448,C-000448,2025-07-21,727.08,Tarjeta,Completado
PG-00449,C-000449,2025-07-16,393.2,Tarjeta,Completado
PG-00450,C-000450,2025-08-03,535.74,Bizum,Completado
PG-00451,C-000451,2025-06-02,44.48,Tarjeta,Completado
PG-00452,C-000452,2025-06-11,228.72,Tarjeta,Completado
PG-00453,C-000453,2025-07-24,868.62,Efectivo,Completado
PG-00454,C-000454,2025-08-03,806.7,PayPal,Completado
PG-00455,C-000455,2025-06-16,368.1,Tarjeta,Completado
PG-00456,C-000456,2025-08-06,791.69,Transferencia,Completado
PG-00457,C-000457,2025-07-19,1227.6,Bizum,Completado
PG-00458,C-000458,2025-06-13,695.23,Transferencia,Completado
PG-00459,C-000459,2025-06-20,287.4,Tarjeta,Completado
PG-00460,C-000460,2025-07-31,139.05,Transferencia,Completado
PG-00461,C-000461,2025-08-08,802.5,Transferencia,Completado
PG-00462,C-000462,2025-06-06,100.64,PayPal,Completado
PG-00463,C-000463,2025-08-25,364.94,Bizum,Completado
PG-00464,C-000464,2025-07-14,1073.8,PayPal,Completado
PG-00465,C-000465,2025-07-29,975.31,Bizum,Completado
PG-00466,C-000466,2025-08-14,1245.05,Transferencia,Completado
PG-00467,C-000467,2025-07-13,258.92,Tarjeta,Completado
PG-00468,C-000468,2025-07-26,533.21,PayPal,Completado
PG-00469,C-000469,2025-07-03,696.03,Efectivo,Fallido
PG-00470,C-000470,2025-08-05,291.45,Tarjeta,Completado
PG-00471,C-000471,2025-08-02,534.33,Transferencia,Completado
PG-00472,C-000472,2025-06-25,328.85,Tarjeta,Completado
PG-00473,C-000473,2025-06-04,518.8,Transferencia,Completado
PG-00474,C-000474,2025-08-26,241.56,Transferencia,Completado
PG-00475,C-000475,2025-08-17,943.05,Transferencia,Pendiente
PG-00476,C-000476,2025-06-03,1122.9,PayPal,Completado
PG-00477,C-000477,2025-06-29,491.52,Tarjeta,Completado
PG-00478,C-000478,2025-06-24,392.83,Transferencia,Completado
PG-00479,C-000479,2025-06-08,330.84,Transferencia,Fallido
PG-00480,C-000480,2025-08-03,1448.35,Amazon Pay,Completado
PG-00481,C-000481,2025-06-07,630.48,Transferencia,Fallido
PG-00482,C-000482,2025-08-02,873.82,Transferencia,Completado
PG-00483,C-000483,2025-08-23,118.66,Transferencia,Completado
PG-00484,C-000484,2025-08-23,94.72,Transferencia,Completado
PG-00485,C-000485,2025-06-25,307.28,Transferencia,Completado
PG-00486,C-000486,2025-06-14,118.88,Transferencia,Completado
PG-00487,C-000487,2025-08-06,450.21,Amazon Pay,Completado
PG-00488,C-000488,2025-06-23,79.59,Transferencia,Completado
PG-00489,C-000489,2025-07-15,726.08,Transferencia,Completado
PG-00490,C-000490,2025-06-26,1153.0,Transferencia,Completado
PG-00491,C-000491,2025-08-25,420.41,PayPal,Completado
PG-00492,C-000492,2025-07-26,730.55,Transferencia,Completado
PG-00493,C-000493,2025-07-18,130.24,Tarjeta,Pendiente
PG-00494,C-000494,2025-06-26,606.53,Efectivo,Completado
PG-00495,C-000495,2025-08-29,482.02,Transferencia,Completado
PG-00496,C-000496,2025-08-14,1381.72,Transferencia,Completado
PG-00497,C-000497,2025-07-31,450.7,Transferencia,Completado
PG-00498,C-000498,2025-08-11,87.32,Efectivo,Fallido
PG-00499,C-000499,2025-06-05,742.06,Tarjeta,Completado
PG-00500,C-000500,2025-07-23,739.2,PayPal,Completado
PG-00501,C-000501,2025-07-29,1484.5,Tarjeta,Completado
PG-00502,C-000502,2025-07-08,519.15,Transferencia,Completado
PG-00503,C-000503,2025-08-04,288.28,Tarjeta,Completado
PG-00504,C-000504,2025-07-24,1776.54,Bizum,Completado
PG-00505,C-000505,2025-06-10,583.96,Amazon Pay,Pendiente
PG-00506,C-000506,2025-06-12,403.28,Tarjeta,Fallido
PG-00507,C-000507,2025-08-04,1264.51,Efectivo,Completado
PG-00508,C-000508,2025-07-08,617.89,Transferencia,Completado
PG-00509,C-000509,2025-07-25,193.95,Amazon Pay,Completado
PG-00510,C-000510,2025-07-11,1054.87,Bizum,Completado
PG-00511,C-000511,2025-08-02,515.9,Transferencia,Completado
PG-00512,C-000512,2025-07-18,476.88,Transferencia,Completado
PG-00513,C-000513,2025-06-16,1395.37,Amazon Pay,Completado
PG-00514,C-000514,2025-08-06,895.94,Transferencia,Completado
PG-00515,C-000515,2025-06-21,552.55,Transferencia,Completado
PG-00516,C-000516,2025-08-26,752.78,Amazon Pay,Completado
PG-00517,C-000517,2025-08-04,596.47,Bizum,Completado
PG-00518,C-000518,2025-06-18,270.49,Transferencia,Pendiente
PG-00519,C-000519,2025-08-18,873.97,Tarjeta,Completado
PG-00520,C-000520,2025-08-04,430.06,PayPal,Completado
PG-00521,C-000521,2025-06-30,1098.62,Transferencia,Completado
PG-00522,C-000522,2025-06-20,699.04,Tarjeta,Completado
PG-00523,C-000523,2025-08-29,641.3,Amazon Pay,Completado
PG-00524,C-000524,2025-08-10,1626.48,Bizum,Completado
PG-00525,C-000525,2025-07-31,989.84,Tarjeta,Completado
PG-00526,C-000526,2025-07-09,849.72,Transferencia,Completado
PG-00527,C-000527,2025-06-04,1021.14,Transferencia,Completado
PG-00528,C-000528,2025-07-07,374.64,Amazon Pay,Completado
PG-00529,C-000529,2025-07-14,25.71,Transferencia,Completado
PG-00530,C-000530,2025-08-28,49.22,Transferencia,Completado
PG-00531,C-000531,2025-08-14,843.08,Tarjeta,Completado
PG-00532,C-000532,2025-07-01,518.23,Transferencia,Fallido
PG-00533,C-000533,2025-07-30,299.13,Efectivo,Completado
PG-00534,C-000534,2025-08-18,1119.23,Tarjeta,Completado
PG-00535,C-000535,2025-07-18,885.69,Transferencia,Completado
PG-00536,C-000536,2025-08-21,359.7,Tarjeta,Completado
PG-00537,C-000537,2025-08-08,732.95,Transferencia,Completado
PG-00538,C-000538,2025-07-31,283.5,Amazon Pay,Completado
PG-00539,C-000539,2025-07-25,601.33,Tarjeta,Completado
PG-00540,C-000540,2025-08-06,93.66,Bizum,Completado
PG-00541,C-000541,2025-06-12,742.84,Efectivo,Fallido
PG-00542,C-000542,2025-06-21,1234.38,Transferencia,Completado
PG-00543,C-000543,2025-06-13,329.01,Tarjeta,Pendiente
PG-00544,C-000544,2025-08-16,856.95,Amazon Pay,Completado
PG-00545,C-000545,2025-08-14,521.44,Amazon Pay,Completado
PG-00546,C-000546,2025-06-14,567.22,Transferencia,Completado
PG-00547,C-000547,2025-08-03,527.6,Tarjeta,Completado
PG-00548,C-000548,2025-06-09,710.2,Efectivo,Completado
PG-00549,C-000549,2025-07-13,12.07,Amazon Pay,Completado
PG-00550,C-000550,2025-07-14,682.23,Transferencia,Completado
PG-00551,C-000551,2025-08-13,586.68,Tarjeta,Completado
PG-00552,C-000552,2025-08-01,364.0,Amazon Pay,Completado
PG-00553,C-000553,2025-08-07,1899.88,Bizum,Pendiente
PG-00554,C-000554,2025-06-05,776.96,Transferencia,Completado
PG-00555,C-000555,2025-08-28,621.21,Transferencia,Completado
PG-00556,C-000556,2025-08-03,1890.74,Amazon Pay,Completado
PG-00557,C-000557,2025-06-08,438.86,PayPal,Pendiente
PG-00558,C-000558,2025-08-26,1382.45,Efectivo,Completado
PG-00559,C-000559,2025-07-03,155.16,Transferencia,Pendiente
PG-00560,C-000560,2025-07-30,957.33,PayPal,Completado
PG-00561,C-000561,2025-07-24,312.14,Transferencia,Completado
PG-00562,C-000562,2025-08-19,1156.55,Amazon Pay,Completado
PG-00563,C-000563,2025-08-21,1447.78,Amazon Pay,Completado
PG-00564,C-000564,2025-06-20,156.88,Tarjeta,Completado
PG-00565,C-000565,2025-08-20,242.04,Tarjeta,Completado
PG-00566,C-000566,2025-08-15,2332.65,Bizum,Completado
PG-00567,C-000567,2025-06-01,639.85,Transferencia,Completado
PG-00568,C-000568,2025-08-19,216.86,Tarjeta,Completado
PG-00569,C-000569,2025-06-15,421.06,Transferencia,Completado
PG-00570,C-000570,2025-08-07,1328.11,Tarjeta,Completado
PG-00571,C-000571,2025-06-02,1407.01,Tarjeta,Completado
PG-00572,C-000572,2025-06-12,57.77,Bizum,Completado
PG-00573,C-000573,2025-08-02,287.18,Transferencia,Completado
PG-00574,C-000574,2025-07-01,214.5,Bizum,Completado
PG-00575,C-000575,2025-07-11,176.65,Bizum,Completado
PG-00576,C-000576,2025-06-17,502.61,Transferencia,Completado
PG-00577,C-000577,2025-07-14,48.56,Transferencia,Completado
PG-00578,C-000578,2025-07-31,822.84,Transferencia,Pendiente
PG-00579,C-000579,2025-07-18,333.8,Transferencia,Pendiente
PG-00580,C-000580,2025-07-03,834.16,Transferencia,Completado
PG-00581,C-000581,2025-06-16,470.2,Amazon Pay,Completado
PG-00582,C-000582,2025-06-12,1115.25,Efectivo,Completado
PG-00583,C-000583,2025-07-22,1341.48,Tarjeta,Completado
PG-00584,C-000584,2025-06-16,669.19,PayPal,Completado
PG-00585,C-000585,2025-08-22,787.08,Transferencia,Completado
PG-00586,C-000586,2025-08-10,1375.31,Efectivo,Completado
PG-00587,C-000587,2025-08-06,1503.79,Tarjeta,Pendiente
PG-00588,C-000588,2025-07-31,60.59,Tarjeta,Fallido
PG-00589,C-000589,2025-07-03,1461.51,Transferencia,Completado
PG-00590,C-000590,2025-07-26,1336.37,Tarjeta,Completado
PG-00591,C-000591,2025-06-17,396.11,Transferencia,Completado
PG-00592,C-000592,2025-08-03,599.35,PayPal,Completado
PG-00593,C-000593,2025-08-13,808.36,Tarjeta,Completado
PG-00594,C-000594,2025-06-26,1180.35,Amazon Pay,Completado
PG-00595,C-000595,2025-06-05,132.69,Tarjeta,Completado
PG-00596,C-000596,2025-08-24,635.45,PayPal,Pendiente
PG-00597,C-000597,2025-08-17,632.46,Efectivo,Completado
PG-00598,C-000598,2025-06-02,49.16,Tarjeta,Completado
PG-00599,C-000599,2025-06-04,117.65,Tarjeta,Pendiente
PG-00600,C-000600,2025-07-18,1101.92,Transferencia,Completado
PG-00601,C-000601,2025-08-21,1043.77,Bizum,Completado
PG-00602,C-000602,2025-08-19,1258.76,Amazon Pay,Completado
PG-00603,C-000603,2025-07-19,1141.18,Tarjeta,Completado
PG-00604,C-000604,2025-08-03,119.11,Bizum,Completado
PG-00605,C-000605,2025-06-30,315.26,Tarjeta,Fallido
PG-00606,C-000606,2025-08-09,1378.1,Transferencia,Completado
PG-00607,C-000607,2025-06-20,651.52,Amazon Pay,Completado
PG-00608,C-000608,2025-07-26,1367.32,Transferencia,Completado
PG-00609,C-000609,2025-08-22,1143.5,PayPal,Completado
PG-00610,C-000610,2025-08-08,317.62,Efectivo,Completado
PG-00611,C-000611,2025-07-16,1043.01,Transferencia,Completado
PG-00612,C-000612,2025-06-10,1324.88,PayPal,Completado
PG-00613,C-000613,2025-07-24,949.06,Amazon Pay,Completado
PG-00614,C-000614,2025-07-09,426.31,Bizum,Completado
PG-00615,C-000615,2025-06-16,758.31,Tarjeta,Completado
PG-00616,C-000616,2025-08-29,453.26,Efectivo,Completado
PG-00617,C-000617,2025-06-11,578.48,Bizum,Completado
PG-00618,C-000618,2025-07-11,1097.97,Tarjeta,Completado
PG-00619,C-000619,2025-08-09,1079.89,Tarjeta,Completado
PG-00620,C-000620,2025-08-02,1168.57,Tarjeta,Completado
PG-00621,C-000621,2025-08-22,1168.56,PayPal,Completado
PG-00622,C-000622,2025-08-15,885.64,Efectivo,Completado
PG-00623,C-000623,2025-07-02,271.74,Transferencia,Completado
PG-00624,C-000624,2025-07-28,265.78,Efectivo,Completado
PG-00625,C-000625,2025-06-21,536.78,Tarjeta,Pendiente
PG-00626,C-000626,2025-06-07,553.54,Tarjeta,Completado
PG-00627,C-000627,2025-08-23,348.18,Tarjeta,Completado
PG-00628,C-000628,2025-06-09,953.22,Transferencia,Completado
PG-00629,C-000629,2025-08-02,1478.39,Bizum,Completado
PG-00630,C-000630,2025-08-07,629.15,Tarjeta,Completado
PG-00631,C-000631,2025-08-15,392.33,Transferencia,Completado
PG-00632,C-000632,2025-08-20,446.17,Bizum,Completado
PG-00633,C-000633,2025-07-24,705.37,Tarjeta,Completado
PG-00634,C-000634,2025-06-24,50.55,Tarjeta,Completado
PG-00635,C-000635,2025-06-27,1181.12,Efectivo,Fallido
PG-00636,C-000636,2025-06-18,1281.15,PayPal,Completado
PG-00637,C-000637,2025-08-25,1213.72,Amazon Pay,Completado
PG-00638,C-000638,2025-06-23,1318.12,PayPal,Completado
PG-00639,C-000639,2025-07-17,945.03,Efectivo,Completado
PG-00640,C-000640,2025-08-13,444.86,Transferencia,Completado
PG-00641,C-000641,2025-08-02,309.92,Amazon Pay,Completado
PG-00642,C-000642,2025-08-26,1629.38,Amazon Pay,Completado
PG-00643,C-000643,2025-08-15,265.56,Bizum,Completado
PG-00644,C-000644,2025-06-13,1176.31,Amazon Pay,Completado
PG-00645,C-000645,2025-08-05,785.92,Transferencia,Completado
PG-00646,C-000646,2025-07-18,348.52,Tarjeta,Completado
PG-00647,C-000647,2025-08-02,278.14,Efectivo,Completado
PG-00648,C-000648,2025-08-04,483.79,PayPal,Completado
PG-00649,C-000649,2025-06-04,713.84,Amazon Pay,Completado
PG-00650,C-000650,2025-08-23,841.59,Transferencia,Completado
PG-00651,C-000651,2025-07-16,403.27,Amazon Pay,Completado
PG-00652,C-000652,2025-08-12,689.14,Transferencia,Completado
PG-00653,C-000653,2025-08-11,603.06,Bizum,Fallido
PG-00654,C-000654,2025-07-22,344.83,Efectivo,Completado
PG-00655,C-000655,2025-06-02,87.66,Transferencia,Completado
PG-00656,C-000656,2025-06-17,200.34,Transferencia,Completado
PG-00657,C-000657,2025-08-09,1355.96,Tarjeta,Completado
PG-00658,C-000658,2025-06-18,696.13,Tarjeta,Completado
PG-00659,C-000659,2025-08-25,1162.79,Tarjeta,Completado
PG-00660,C-000660,2025-07-25,473.0,Transferencia,Completado
PG-00661,C-000661,2025-06-05,647.3,Transferencia,Pendiente
PG-00662,C-000662,2025-06-21,1018.95,Tarjeta,Completado
PG-00663,C-000663,2025-07-20,738.82,Tarjeta,Completado
PG-00664,C-000664,2025-06-20,210.3,Transferencia,Completado
PG-00665,C-000665,2025-08-22,916.26,Bizum,Completado
PG-00666,C-000666,2025-06-27,750.39,Transferencia,Completado
PG-00667,C-000667,2025-06-21,1020.56,Efectivo,Completado
PG-00668,C-000668,2025-08-03,1426.65,Efectivo,Completado
PG-00669,C-000669,2025-06-04,78.3,Bizum,Completado
PG-00670,C-000670,2025-07-12,406.56,Transferencia,Completado
PG-00671,C-000671,2025-08-19,678.48,Tarjeta,Pendiente
PG-00672,C-000672,2025-06-23,566.52,Tarjeta,Completado
PG-00673,C-000673,2025-07-03,118.3,Tarjeta,Completado
PG-00674,C-000674,2025-06-26,332.01,Tarjeta,Completado
PG-00675,C-000675,2025-08-10,338.6,Transferencia,Completado
PG-00676,C-000676,2025-06-26,615.98,Amazon Pay,Completado
PG-00677,C-000677,2025-08-24,46.86,PayPal,Completado
PG-00678,C-000678,2025-06-15,384.65,Transferencia,Completado
PG-00679,C-000679,2025-06-23,878.14,Transferencia,Completado
PG-00680,C-000680,2025-07-17,57.67,PayPal,Completado
PG-00681,C-000681,2025-07-04,210.87,Tarjeta,Completado
PG-00682,C-000682,2025-08-13,1311.59,Tarjeta,Completado
PG-00683,C-000683,2025-06-15,431.75,Transferencia,Pendiente
PG-00684,C-000684,2025-06-20,449.21,Transferencia,Completado
PG-00685,C-000685,2025-07-31,895.64,Transferencia,Completado
PG-00686,C-000686,2025-06-30,425.65,Transferencia,Fallido
PG-00687,C-000687,2025-06-19,481.96,Efectivo,Pendiente
PG-00688,C-000688,2025-08-30,579.15,Tarjeta,Completado
PG-00689,C-000689,2025-06-16,41.92,Bizum,Completado
PG-00690,C-000690,2025-08-14,505.52,Transferencia,Completado
PG-00691,C-000691,2025-06-26,31.09,Efectivo,Pendiente
PG-00692,C-000692,2025-06-07,223.25,Transferencia,Completado
PG-00693,C-000693,2025-06-21,486.92,Bizum,Completado
PG-00694,C-000694,2025-06-01,77.37,Tarjeta,Completado
PG-00695,C-000695,2025-06-26,699.36,Tarjeta,Completado
PG-00696,C-000696,2025-08-27,884.86,Amazon Pay,Completado
PG-00697,C-000697,2025-07-14,1165.37,Transferencia,Completado
PG-00698,C-000698,2025-06-20,1279.94,Transferencia,Completado
PG-00699,C-000699,2025-06-28,185.72,Amazon Pay,Completado
PG-00700,C-000700,2025-06-23,985.62,PayPal,Fallido
PG-00701,C-000701,2025-07-04,485.16,Bizum,Completado
PG-00702,C-000702,2025-07-19,1270.92,Tarjeta,Completado
PG-00703,C-000703,2025-08-29,726.04,Bizum,Completado
PG-00704,C-000704,2025-07-30,77.23,PayPal,Completado
PG-00705,C-000705,2025-06-04,101.25,Efectivo,Completado
PG-00706,C-000706,2025-08-01,413.92,Tarjeta,Completado
PG-00707,C-000707,2025-08-02,175.08,Tarjeta,Completado
PG-00708,C-000708,2025-08-15,420.62,Transferencia,Completado
PG-00709,C-000709,2025-07-04,102.84,Transferencia,Pendiente
PG-00710,C-000710,2025-07-06,1133.16,Bizum,Completado
PG-00711,C-000711,2025-06-20,547.48,Tarjeta,Completado
PG-00712,C-000712,2025-06-11,376.8,Transferencia,Completado
PG-00713,C-000713,2025-08-22,7.8,Transferencia,Pendiente
PG-00714,C-000714,2025-08-01,378.45,Tarjeta,Pendiente
PG-00715,C-000715,2025-07-31,53.61,Efectivo,Completado
PG-00716,C-000716,2025-08-06,417.17,PayPal,Completado
PG-00717,C-000717,2025-07-10,1005.62,Amazon Pay,Completado
PG-00718,C-000718,2025-08-07,138.58,Transferencia,Completado
PG-00719,C-000719,2025-06-14,1311.07,Tarjeta,Completado
PG-00720,C-000720,2025-06-09,105.53,PayPal,Completado
PG-00721,C-000721,2025-06-17,988.04,Tarjeta,Completado
PG-00722,C-000722,2025-06-15,135.71,PayPal,Completado
PG-00723,C-000723,2025-07-26,1033.8,Tarjeta,Completado
PG-00724,C-000724,2025-08-08,737.19,PayPal,Completado
PG-00725,C-000725,2025-06-16,1427.3,Tarjeta,Completado
PG-00726,C-000726,2025-06-21,701.54,Amazon Pay,Completado
PG-00727,C-000727,2025-07-05,586.38,PayPal,Pendiente
PG-00728,C-000728,2025-06-29,50.62,Bizum,Completado
PG-00729,C-000729,2025-08-20,602.13,Bizum,Completado
PG-00730,C-000730,2025-07-05,141.14,Tarjeta,Completado
PG-00731,C-000731,2025-06-05,790.42,Tarjeta,Completado
PG-00732,C-000732,2025-07-08,1105.22,Tarjeta,Fallido
PG-00733,C-000733,2025-08-24,1532.69,Amazon Pay,Completado
PG-00734,C-000734,2025-06-26,1184.94,Transferencia,Completado
PG-00735,C-000735,2025-06-09,1095.45,Bizum,Completado
PG-00736,C-000736,2025-07-06,280.56,Tarjeta,Completado
PG-00737,C-000737,2025-07-11,1257.22,Amazon Pay,Completado
PG-00738,C-000738,2025-08-20,878.04,Tarjeta,Completado
PG-00739,C-000739,2025-07-04,891.5,Amazon Pay,Completado
PG-00740,C-000740,2025-08-28,628.24,Tarjeta,Completado
PG-00741,C-000741,2025-08-17,149.76,Transferencia,Completado
PG-00742,C-000742,2025-06-27,659.69,Transferencia,Completado
PG-00743,C-000743,2025-06-13,1001.13,Bizum,Completado
PG-00744,C-000744,2025-08-22,423.7,Tarjeta,Completado
PG-00745,C-000745,2025-08-14,214.84,Transferencia,Completado
PG-00746,C-000746,2025-06-16,648.0,Tarjeta,Completado
PG-00747,C-000747,2025-07-06,779.2,Transferencia,Pendiente
PG-00748,C-000748,2025-06-09,160.62,PayPal,Completado
PG-00749,C-000749,2025-06-29,132.27,Transferencia,Completado
PG-00750,C-000750,2025-08-21,1184.94,Tarjeta,Completado
PG-00751,C-000751,2025-08-22,315.42,Bizum,Completado
PG-00752,C-000752,2025-07-01,654.9,PayPal,Completado
PG-00753,C-000753,2025-07-01,413.73,PayPal,Completado
PG-00754,C-000754,2025-07-29,428.85,Bizum,Completado
PG-00755,C-000755,2025-08-08,237.07,PayPal,Completado
PG-00756,C-000756,2025-07-03,94.77,Tarjeta,Completado
PG-00757,C-000757,2025-08-26,876.41,Transferencia,Completado
PG-00758,C-000758,2025-08-15,442.41,Tarjeta,Completado
PG-00759,C-000759,2025-07-13,809.87,Transferencia,Completado
PG-00760,C-000760,2025-07-08,370.5,Transferencia,Completado
PG-00761,C-000761,2025-08-21,642.14,Transferencia,Completado
PG-00762,C-000762,2025-08-09,1316.0,Transferencia,Completado
PG-00763,C-000763,2025-07-31,273.98,Tarjeta,Completado
PG-00764,C-000764,2025-08-09,1128.88,Transferencia,Completado
PG-00765,C-000765,2025-07-01,539.85,Transferencia,Completado
PG-00766,C-000766,2025-08-10,164.36,Amazon Pay,Completado
PG-00767,C-000767,2025-07-27,1225.51,Tarjeta,Completado
PG-00768,C-000768,2025-07-07,66.66,Transferencia,Completado
PG-00769,C-000769,2025-07-24,240.42,Transferencia,Completado
PG-00770,C-000770,2025-07-28,594.73,Efectivo,Completado
PG-00771,C-000771,2025-06-07,1211.96,Transferencia,Completado
PG-00772,C-000772,2025-07-04,981.08,Efectivo,Completado
PG-00773,C-000773,2025-06-29,163.76,Amazon Pay,Completado
PG-00774,C-000774,2025-05-31,1656.79,Amazon Pay,Completado
PG-00775,C-000775,2025-06-16,1037.94,Tarjeta,Completado
PG-00776,C-000776,2025-08-09,512.94,Tarjeta,Completado
PG-00777,C-000777,2025-08-23,869.68,Transferencia,Completado
PG-00778,C-000778,2025-08-14,52.2,Tarjeta,Completado
PG-00779,C-000779,2025-08-13,627.08,Transferencia,Completado
PG-00780,C-000780,2025-07-01,748.02,Transferencia,Completado
PG-00781,C-000781,2025-08-02,979.82,PayPal,Completado
PG-00782,C-000782,2025-06-26,488.56,Transferencia,Completado
PG-00783,C-000783,2025-07-06,589.67,Transferencia,Completado
PG-00784,C-000784,2025-07-14,812.13,PayPal,Completado
PG-00785,C-000785,2025-07-21,669.39,Transferencia,Completado
PG-00786,C-000786,2025-07-17,1202.74,Tarjeta,Completado
PG-00787,C-000787,2025-06-28,941.87,Transferencia,Completado
PG-00788,C-000788,2025-07-19,926.68,Transferencia,Completado
PG-00789,C-000789,2025-08-03,131.78,Transferencia,Completado
PG-00790,C-000790,2025-06-16,457.35,Transferencia,Completado
PG-00791,C-000791,2025-08-27,1040.15,Tarjeta,Completado
PG-00792,C-000792,2025-06-21,152.05,Bizum,Pendiente
