order_proveedor_id,branch_id,product_id,provider_id,provider_name,fecha_orden,cantidad,precio_unitario,total,estado
O-000228,BR-00010,P-001575,PR-00047,Logística Bermudez S.L.,2025-08-23,41,39.16,1605.56,Pendiente
O-000229,BR-00010,P-001584,PR-00033,Despacho LDRM S.A.,2025-07-23,60,99.33,5959.8,Pendiente
O-000230,BR-00010,P-001586,PR-00033,Despacho LDRM S.A.,2025-08-13,72,30.81,2218.32,En tránsito
O-000231,BR-00010,P-001593,PR-00035,Banca Privada Salvador S.Com.,2025-07-24,65,119.31,7755.15,Pendiente
O-000232,BR-00010,P-001594,PR-00035,Banca Privada Salvador S.Com.,2025-08-06,59,66.43,3919.37,En tránsito
O-000233,BR-00010,P-001601,PR-00037,María José Bellido Serna S.A.,2025-08-21,72,119.88,8631.36,Recibido
O-000234,BR-00010,P-001605,PR-00006,Consultoría Teruel y asociados S.A.,2025-07-09,62,33.52,2078.24,Recibido
O-000235,BR-00010,P-001608,PR-00006,Consultoría Teruel y asociados S.A.,2025-07-07,27,41.5,1120.5,En tránsito
O-000236,BR-00010,P-001612,PR-00699,Cano y asociados S.L.,2025-08-21,77,88.18,6789.86,En tránsito
O-000237,BR-00010,P-001617,PR-00749,Hnos Cañas S.A.,2025-07-23,74,51.34,3799.16,Pendiente
O-000238,BR-00010,P-001620,PR-01178,Iniesta & Asociados S.A.T.,2025-08-06,96,62.53,6002.88,Pendiente
O-000239,BR-00010,P-001624,PR-01119,Familia Roldan S.L.,2025-07-10,47,33.57,1577.79,Pendiente
O-000240,BR-00010,P-001631,PR-01156,Despacho Españolas S.Com.,2025-08-17,94,52.91,4973.54,Recibido
O-000241,BR-00010,P-001637,PR-01372,Agullo & Asociados S.Com.,2025-08-22,22,85.11,1872.42,Pendiente
O-000242,BR-00010,P-001646,PR-00968,Pascual Lladó Soria S.Coop.,2025-07-14,80,85.16,6812.8,Recibido
O-000243,BR-00010,P-001649,PR-00994,Supermercados Yuste S.Coop.,2025-07-19,22,19.17,421.74,Recibido
O-000244,BR-00010,P-001654,PR-00794,Construcción NZMQ S.L.N.E,2025-08-05,47,77.92,3662.24,Recibido
O-000245,BR-00010,P-001657,PR-00627,Infraestructuras WXJ S.L.,2025-07-16,84,55.76,4683.84,Pendiente
O-000246,BR-00010,P-001667,PR-01432,Familia Garzón S.L.,2025-07-23,22,10.31,226.82,Recibido
O-000247,BR-00010,P-001672,PR-01437,Construcción Montes y asociados S.Com.,2025-07-23,72,69.64,5014.08,Pendiente
O-000248,BR-00010,P-001694,PR-01394,Transportes HKAN S.Com.,2025-08-12,57,5.42,308.94,Pendiente
O-000249,BR-00010,P-001695,PR-01487,Minería Pagès y asociados S.L.,2025-07-02,85,80.62,6852.7,En tránsito
O-000250,BR-00010,P-001697,PR-00018,Servicios Flor & Asociados S.L.U.,2025-07-16,60,65.54,3932.4,Recibido
O-000251,BR-00010,P-001701,PR-00648,Josefa Rodriguez Machado S.A.T.,2025-08-13,90,88.79,7991.1,Pendiente
O-000252,BR-00011,P-001709,PR-00659,Iglesia y asociados S.L.U.,2025-07-07,53,86.15,4565.95,Pendiente
O-000253,BR-00011,P-001712,PR-00972,Finanzas Valcárcel & Asociados S.Coop.,2025-08-10,83,26.61,2208.63,En tránsito
O-000254,BR-00011,P-001713,PR-00919,Mesa y Izaguirre S.Coop.,2025-08-17,48,109.27,5244.96,En tránsito
O-000255,BR-00011,P-001722,PR-00046,Priscila Pujadas Navarrete S.A.T.,2025-08-13,45,114.75,5163.75,Pendiente
O-000256,BR-00011,P-001724,PR-01116,Grupo Morán S.A.,2025-07-19,81,15.28,1237.68,Recibido
O-000257,BR-00011,P-001736,PR-00033,Despacho LDRM S.A.,2025-07-26,28,11.84,331.52,En tránsito
O-000258,BR-00011,P-001754,PR-01456,Comercial RN S.A.,2025-07-05,96,51.15,4910.4,En tránsito
O-000259,BR-00011,P-001756,PR-00037,María José Bellido Serna S.A.,2025-08-11,82,33.39,2737.98,En tránsito
O-000260,BR-00011,P-001757,PR-01097,Albano Cervantes Palacio S.L.,2025-07-31,68,4.95,336.6,Recibido
O-000261,BR-00011,P-001758,PR-01097,Albano Cervantes Palacio S.L.,2025-08-11,58,86.06,4991.48,Pendiente
O-000262,BR-00011,P-001774,PR-00943,Grupo Fernández S.L.,2025-08-10,21,4.09,85.89,En tránsito
O-000263,BR-00011,P-001779,PR-01156,Despacho Españolas S.Com.,2025-08-03,47,22.4,1052.8,Recibido
O-000264,BR-00011,P-001781,PR-01156,Despacho Españolas S.Com.,2025-07-29,95,115.8,11001.0,Recibido
O-000265,BR-00011,P-001785,PR-01245,Suministros Arenas S.L.,2025-07-05,91,56.69,5158.79,Recibido
O-000266,BR-00011,P-001786,PR-00012,Grupo Mascaró S.Coop.,2025-08-09,26,106.66,2773.16,Pendiente
O-000267,BR-00011,P-001797,PR-00969,Soluciones del Norte S.A.,2025-07-26,72,146.63,10557.36,En tránsito
O-000268,BR-00011,P-001800,PR-01428,Madrigal & Asociados S.L.N.E,2025-08-02,47,57.48,2701.56,Recibido
O-000269,BR-00011,P-001804,PR-00794,Construcción NZMQ S.L.N.E,2025-08-14,23,134.48,3093.04,En tránsito
O-000270,BR-00012,P-001806,PR-01096,Banca Privada Salamanca y asociados S.L.,2025-07-26,65,89.43,5812.95,En tránsito
O-000271,BR-00012,P-001819,PR-00868,Hermanos Fernández S.Com.,2025-07-09,48,43.48,2087.04,Recibido
O-000272,BR-00012,P-001835,PR-01064,Distribuciones Saura S.A.,2025-07-08,37,75.26,2784.62,Recibido
O-000273,BR-00012,P-001839,PR-01064,Distribuciones Saura S.A.,2025-07-28,88,65.65,5777.2,Pendiente
O-000274,BR-00012,P-001844,PR-00035,Banca Privada Salvador S.Com.,2025-07-27,39,113.72,4435.08,Recibido
O-000275,BR-00012,P-001845,PR-00035,Banca Privada Salvador S.Com.,2025-07-08,76,94.43,7176.68,Pendiente
O-000276,BR-00012,P-001862,PR-00007,Hermanos Corbacho S.A.,2025-08-13,41,46.04,1887.64,Recibido
O-000277,BR-00012,P-001875,PR-00010,Construcción Muñoz S.L.,2025-07-20,77,91.75,7064.75,Recibido
O-000278,BR-00012,P-001898,PR-00683,Comercializadora DOH S.A.,2025-08-03,88,16.05,1412.4,En tránsito
O-000279,BR-00012,P-001901,PR-00015,Plinio Paniagua Folch S.L.,2025-08-10,51,52.45,2674.95,Pendiente
O-000280,BR-00013,P-001903,PR-00659,Iglesia y asociados S.L.U.,2025-08-06,65,119.06,7738.9,Pendiente
O-000281,BR-00013,P-001913,PR-00868,Hermanos Fernández S.Com.,2025-07-04,70,95.88,6711.6,Recibido
O-000282,BR-00013,P-001914,PR-00868,Hermanos Fernández S.Com.,2025-08-01,65,26.49,1721.85,Pendiente
O-000283,BR-00013,P-001922,PR-00047,Logística Bermudez S.L.,2025-07-21,32,102.51,3280.32,Pendiente
O-000284,BR-00013,P-001932,PR-00033,Despacho LDRM S.A.,2025-07-30,58,111.61,6473.38,Recibido
O-000285,BR-00013,P-001936,PR-00034,Blanes y Cañizares S.A.,2025-07-24,97,63.27,6137.19,Pendiente
O-000286,BR-00013,P-001938,PR-00034,Blanes y Cañizares S.A.,2025-07-26,98,149.96,14696.08,En tránsito
O-000287,BR-00013,P-001945,PR-00036,Infraestructuras Niño S.Coop.,2025-07-20,95,88.67,8423.65,Pendiente
O-000288,BR-00013,P-001955,PR-01097,Albano Cervantes Palacio S.L.,2025-07-24,48,37.36,1793.28,Pendiente
O-000289,BR-00013,P-001961,PR-00006,Consultoría Teruel y asociados S.A.,2025-07-27,48,21.52,1032.96,En tránsito
O-000290,BR-00013,P-001972,PR-00943,Grupo Fernández S.L.,2025-07-24,46,36.25,1667.5,Pendiente
O-000291,BR-00013,P-001973,PR-00773,Ángel Merino Escribano S.Coop.,2025-08-08,84,5.16,433.44,En tránsito
O-000292,BR-00013,P-001974,PR-01119,Familia Roldan S.L.,2025-07-27,44,24.53,1079.32,Recibido
O-000293,BR-00013,P-001977,PR-01178,Iniesta & Asociados S.A.T.,2025-08-04,91,52.78,4802.98,Pendiente
O-000294,BR-00013,P-001985,PR-01245,Suministros Arenas S.L.,2025-08-08,64,78.32,5012.48,Recibido
O-000295,BR-00013,P-001986,PR-00011,Buendía y Oller S.L.,2025-07-06,40,17.39,695.6,Pendiente
O-000296,BR-00013,P-001989,PR-00012,Grupo Mascaró S.Coop.,2025-07-13,45,79.66,3584.7,En tránsito
O-000297,BR-00013,P-001992,PR-00013,Industrias del Noroeste S.L.N.E,2025-06-30,80,46.28,3702.4,Recibido
O-000298,BR-00013,P-001993,PR-00013,Industrias del Noroeste S.L.N.E,2025-07-30,45,82.51,3712.95,En tránsito
O-000299,BR-00014,P-002006,PR-00659,Iglesia y asociados S.L.U.,2025-08-18,46,111.83,5144.18,En tránsito
O-000300,BR-00014,P-002020,PR-01116,Grupo Morán S.A.,2025-08-16,44,148.96,6554.24,Pendiente
O-000301,BR-00014,P-002025,PR-00047,Logística Bermudez S.L.,2025-08-04,81,145.09,11752.29,Recibido
O-000302,BR-00014,P-002027,PR-00047,Logística Bermudez S.L.,2025-07-22,100,115.01,11501.0,En tránsito
O-000303,BR-00014,P-002030,PR-00047,Logística Bermudez S.L.,2025-07-13,67,55.13,3693.71,Recibido
O-000304,BR-00014,P-002036,PR-01064,Distribuciones Saura S.A.,2025-07-21,40,90.3,3612.0,Recibido
O-000305,BR-00014,P-002039,PR-00035,Banca Privada Salvador S.Com.,2025-07-14,46,72.28,3324.88,Pendiente
O-000306,BR-00014,P-002042,PR-00035,Banca Privada Salvador S.Com.,2025-08-09,84,73.54,6177.36,Pendiente
O-000307,BR-00014,P-002049,PR-00037,María José Bellido Serna S.A.,2025-07-05,84,149.61,12567.24,Pendiente
O-000308,BR-00014,P-002051,PR-00037,María José Bellido Serna S.A.,2025-07-12,69,101.36,6993.84,Recibido
O-000309,BR-00014,P-002057,PR-00006,Consultoría Teruel y asociados S.A.,2025-08-09,65,35.44,2303.6,En tránsito
O-000310,BR-00014,P-002058,PR-00007,Hermanos Corbacho S.A.,2025-08-02,91,52.43,4771.13,En tránsito
O-000311,BR-00014,P-002065,PR-00009,Sotelo y asociados S.A.T.,2025-08-19,80,55.32,4425.6,Recibido
O-000312,BR-00014,P-002067,PR-00773,Ángel Merino Escribano S.Coop.,2025-08-09,76,30.29,2302.04,En tránsito
O-000313,BR-00014,P-002073,PR-01245,Suministros Arenas S.L.,2025-08-16,97,74.05,7182.85,Recibido
O-000314,BR-00014,P-002077,PR-00011,Buendía y Oller S.L.,2025-08-14,62,131.59,8158.58,En tránsito
O-000315,BR-00014,P-002083,PR-00013,Industrias del Noroeste S.L.N.E,2025-07-28,51,39.66,2022.66,En tránsito
O-000316,BR-00014,P-002085,PR-00013,Industrias del Noroeste S.L.N.E,2025-07-20,98,114.69,11239.62,Pendiente
O-000317,BR-00015,P-002120,PR-00880,Evelia Madrid Pardo S.A.,2025-07-17,72,18.2,1310.4,Pendiente
O-000318,BR-00015,P-002141,PR-01097,Albano Cervantes Palacio S.L.,2025-07-04,50,64.94,3247.0,Pendiente
O-000319,BR-00015,P-002143,PR-00037,María José Bellido Serna S.A.,2025-07-08,61,54.01,3294.61,En tránsito
O-000320,BR-00015,P-002149,PR-00006,Consultoría Teruel y asociados S.A.,2025-07-14,35,61.55,2154.25,Pendiente
O-000321,BR-00015,P-002160,PR-00008,Industrias Jaume y asociados S.L.,2025-07-23,47,16.01,752.47,En tránsito
O-000322,BR-00015,P-002166,PR-00009,Sotelo y asociados S.A.T.,2025-07-04,56,131.41,7358.96,Pendiente
O-000323,BR-00015,P-002176,PR-00011,Buendía y Oller S.L.,2025-08-25,100,21.42,2142.0,En tránsito
O-000324,BR-00015,P-002177,PR-01345,Gil y Vidal S.L.,2025-08-07,90,34.95,3145.5,Pendiente
O-000325,BR-00015,P-002185,PR-00014,Linares y Macías S.L.L.,2025-08-08,83,69.19,5742.77,En tránsito
O-000326,BR-00015,P-002186,PR-00014,Linares y Macías S.L.L.,2025-07-08,77,31.59,2432.43,Recibido
O-000327,BR-00015,P-002189,PR-00994,Supermercados Yuste S.Coop.,2025-07-26,59,17.99,1061.41,Recibido
O-000328,BR-00016,P-002198,PR-01096,Banca Privada Salamanca y asociados S.L.,2025-07-02,91,74.03,6736.73,Recibido
O-000329,BR-00016,P-002205,PR-00919,Mesa y Izaguirre S.Coop.,2025-08-05,51,110.76,5648.76,En tránsito
O-000330,BR-00016,P-002215,PR-01342,Soluciones Ibéricos S.L.L.,2025-08-27,21,149.43,3138.03,En tránsito
O-000331,BR-00016,P-002220,PR-00047,Logística Bermudez S.L.,2025-06-30,34,121.45,4129.3,Recibido
O-000332,BR-00016,P-002229,PR-00034,Blanes y Cañizares S.A.,2025-07-10,60,65.0,3900.0,Recibido
O-000333,BR-00016,P-002252,PR-00006,Consultoría Teruel y asociados S.A.,2025-07-23,95,122.49,11636.55,En tránsito
O-000334,BR-00016,P-002265,PR-01178,Iniesta & Asociados S.A.T.,2025-07-09,48,25.27,1212.96,Pendiente
O-000335,BR-00016,P-002273,PR-01345,Gil y Vidal S.L.,2025-07-06,63,122.79,7735.77,Recibido
O-000336,BR-00016,P-002286,PR-00761,Finanzas TH S.A.,2025-07-05,22,31.67,696.74,Pendiente
O-000337,BR-00017,P-002302,PR-00043,Perelló y Lorenzo S.L.,2025-07-29,75,92.62,6946.5,En tránsito
O-000338,BR-00017,P-002306,PR-00044,Hnos Nebot S.L.N.E,2025-07-21,60,4.05,243.0,En tránsito
O-000339,BR-00017,P-002307,PR-00045,Desarrollo Pedrero & Asociados S.L.U.,2025-08-10,42,144.38,6063.96,Recibido
O-000340,BR-00017,P-002312,PR-01342,Soluciones Ibéricos S.L.L.,2025-08-01,92,91.46,8414.32,En tránsito
O-000341,BR-00017,P-002313,PR-01116,Grupo Morán S.A.,2025-07-24,67,124.56,8345.52,Recibido
O-000342,BR-00017,P-002315,PR-01116,Grupo Morán S.A.,2025-07-08,95,112.58,10695.1,En tránsito
O-000343,BR-00017,P-002317,PR-00047,Logística Bermudez S.L.,2025-07-14,89,63.73,5671.97,Pendiente
O-000344,BR-00017,P-002336,PR-01456,Comercial RN S.A.,2025-08-07,59,142.19,8389.21,Recibido
O-000345,BR-00017,P-002338,PR-00037,María José Bellido Serna S.A.,2025-07-21,86,44.56,3832.16,Recibido
O-000346,BR-00017,P-002346,PR-00006,Consultoría Teruel y asociados S.A.,2025-08-26,71,33.44,2374.24,En tránsito
O-000347,BR-00017,P-002354,PR-00749,Hnos Cañas S.A.,2025-08-22,72,47.57,3425.04,Recibido
O-000348,BR-00017,P-002357,PR-00008,Industrias Jaume y asociados S.L.,2025-08-04,51,93.66,4776.66,En tránsito
O-000349,BR-00017,P-002366,PR-00010,Construcción Muñoz S.L.,2025-08-05,37,65.37,2418.69,Recibido
O-000350,BR-00017,P-002378,PR-00969,Soluciones del Norte S.A.,2025-07-12,50,42.44,2122.0,Recibido
O-000351,BR-00017,P-002386,PR-01428,Madrigal & Asociados S.L.N.E,2025-07-16,53,64.42,3414.26,En tránsito
O-000352,BR-00017,P-002389,PR-00794,Construcción NZMQ S.L.N.E,2025-08-22,30,44.97,1349.1,Recibido
O-000353,BR-00018,P-002396,PR-00919,Mesa y Izaguirre S.Coop.,2025-07-02,38,7.78,295.64,En tránsito
O-000354,BR-00018,P-002398,PR-00919,Mesa y Izaguirre S.Coop.,2025-07-30,87,23.92,2081.04,Recibido
O-000355,BR-00018,P-002403,PR-01342,Soluciones Ibéricos S.L.L.,2025-08-09,24,80.22,1925.28,Recibido
O-000356,BR-00018,P-002425,PR-00035,Banca Privada Salvador S.Com.,2025-08-09,56,29.63,1659.28,Recibido
O-000357,BR-00018,P-002432,PR-01456,Comercial RN S.A.,2025-07-21,67,104.48,7000.16,Pendiente
O-000358,BR-00018,P-002433,PR-00037,María José Bellido Serna S.A.,2025-07-20,80,20.05,1604.0,Pendiente
O-000359,BR-00018,P-002441,PR-00956,Desarrollo Integrales S.L.,2025-07-05,74,127.95,9468.3,En tránsito
O-000360,BR-00018,P-002445,PR-00699,Cano y asociados S.L.,2025-07-14,85,111.7,9494.5,En tránsito
O-000361,BR-00018,P-002450,PR-00738,Suministros Heredia S.L.,2025-06-30,30,76.8,2304.0,Recibido
O-000362,BR-00018,P-002451,PR-00749,Hnos Cañas S.A.,2025-08-03,29,4.08,118.32,Recibido
O-000363,BR-00018,P-002465,PR-01062,Suministros Montes S.Com.,2025-08-12,53,9.88,523.64,Pendiente
O-000364,BR-00018,P-002472,PR-00012,Grupo Mascaró S.Coop.,2025-07-29,41,145.99,5985.59,Pendiente
O-000365,BR-00018,P-002479,PR-00013,Industrias del Noroeste S.L.N.E,2025-07-17,70,117.23,8206.1,Recibido
O-000366,BR-00018,P-002482,PR-01428,Madrigal & Asociados S.L.N.E,2025-08-10,25,134.36,3359.0,En tránsito
O-000367,BR-00018,P-002484,PR-01428,Madrigal & Asociados S.L.N.E,2025-08-26,47,103.6,4869.2,En tránsito
O-000368,BR-00018,P-002485,PR-00014,Linares y Macías S.L.L.,2025-08-02,95,53.1,5044.5,Pendiente
O-000369,BR-00018,P-002486,PR-00014,Linares y Macías S.L.L.,2025-08-18,85,84.6,7191.0,En tránsito
O-000370,BR-00018,P-002488,PR-00015,Plinio Paniagua Folch S.L.,2025-07-01,55,43.8,2409.0,Recibido
O-000371,BR-00019,P-002516,PR-00047,Logística Bermudez S.L.,2025-07-25,33,9.61,317.13,En tránsito
O-000372,BR-00019,P-002524,PR-00033,Despacho LDRM S.A.,2025-08-16,45,30.51,1372.95,En tránsito
O-000373,BR-00019,P-002540,PR-01456,Comercial RN S.A.,2025-07-31,24,86.81,2083.44,Pendiente
O-000374,BR-00019,P-002560,PR-00738,Suministros Heredia S.L.,2025-07-31,43,32.51,1397.93,En tránsito
O-000375,BR-00019,P-002562,PR-00009,Sotelo y asociados S.A.T.,2025-07-31,51,6.18,315.18,Recibido
O-000376,BR-00019,P-002563,PR-01178,Iniesta & Asociados S.A.T.,2025-07-11,46,138.27,6360.42,En tránsito
O-000377,BR-00019,P-002569,PR-01062,Suministros Montes S.Com.,2025-07-10,67,52.11,3491.37,En tránsito
O-000378,BR-00019,P-002570,PR-01156,Despacho Españolas S.Com.,2025-07-06,80,69.97,5597.6,En tránsito
O-000379,BR-00019,P-002575,PR-00012,Grupo Mascaró S.Coop.,2025-08-27,65,69.44,4513.6,En tránsito
O-000380,BR-00019,P-002583,PR-00013,Industrias del Noroeste S.L.N.E,2025-07-27,79,87.7,6928.3,Recibido
O-000381,BR-00019,P-002591,PR-00994,Supermercados Yuste S.Coop.,2025-08-21,73,63.38,4626.74,En tránsito
O-000382,BR-00019,P-002592,PR-00683,Comercializadora DOH S.A.,2025-07-28,49,96.02,4704.98,Pendiente
O-000383,BR-00019,P-002593,PR-00794,Construcción NZMQ S.L.N.E,2025-07-18,99,108.25,10716.75,Recibido
O-000384,BR-00019,P-002595,PR-00015,Plinio Paniagua Folch S.L.,2025-07-17,26,72.71,1890.46,Pendiente
O-000385,BR-00019,P-002597,PR-00683,Comercializadora DOH S.A.,2025-07-24,41,26.53,1087.73,Pendiente
O-000386,BR-00020,P-002602,PR-00043,Perelló y Lorenzo S.L.,2025-08-22,78,74.48,5809.44,Recibido
O-000387,BR-00020,P-002604,PR-00919,Mesa y Izaguirre S.Coop.,2025-07-23,50,134.22,6711.0,Recibido
O-000388,BR-00020,P-002606,PR-00044,Hnos Nebot S.L.N.E,2025-08-19,86,137.89,11858.54,Pendiente
O-000389,BR-00020,P-002615,PR-00046,Priscila Pujadas Navarrete S.A.T.,2025-08-14,84,117.09,9835.56,Recibido
O-000390,BR-00020,P-002620,PR-00880,Evelia Madrid Pardo S.A.,2025-07-17,56,91.52,5125.12,Pendiente
O-000391,BR-00020,P-002626,PR-01042,Hnos Moll S.Coop.,2025-07-06,55,121.63,6689.65,Pendiente
O-000392,BR-00020,P-002638,PR-01456,Comercial RN S.A.,2025-08-07,37,28.95,1071.15,En tránsito
O-000393,BR-00020,P-002646,PR-00006,Consultoría Teruel y asociados S.A.,2025-07-04,72,94.93,6834.96,Pendiente
O-000394,BR-00020,P-002654,PR-00956,Desarrollo Integrales S.L.,2025-07-04,44,84.15,3702.6,Recibido
O-000395,BR-00020,P-002659,PR-00008,Industrias Jaume y asociados S.L.,2025-08-05,83,53.52,4442.16,Pendiente
O-000396,BR-00020,P-002665,PR-01178,Iniesta & Asociados S.A.T.,2025-07-16,39,26.56,1035.84,Pendiente
O-000397,BR-00020,P-002671,PR-01062,Suministros Montes S.Com.,2025-07-09,73,70.31,5132.63,Recibido
O-000398,BR-00020,P-002694,PR-00014,Linares y Macías S.L.L.,2025-08-15,54,112.43,6071.22,Pendiente
O-000399,BR-00021,P-002705,PR-00043,Perelló y Lorenzo S.L.,2025-07-13,40,35.57,1422.8,Pendiente
O-000400,BR-00021,P-002714,PR-00919,Mesa y Izaguirre S.Coop.,2025-07-08,79,148.18,11706.22,Pendiente
O-000401,BR-00021,P-002727,PR-01342,Soluciones Ibéricos S.L.L.,2025-08-15,83,101.31,8408.73,Pendiente
O-000402,BR-00021,P-002731,PR-01116,Grupo Morán S.A.,2025-07-16,59,49.6,2926.4,Pendiente
O-000403,BR-00021,P-002748,PR-00035,Banca Privada Salvador S.Com.,2025-08-13,38,142.51,5415.38,En tránsito
O-000404,BR-00021,P-002750,PR-00036,Infraestructuras Niño S.Coop.,2025-07-17,66,105.22,6944.52,Pendiente
O-000405,BR-00021,P-002760,PR-00956,Desarrollo Integrales S.L.,2025-08-01,81,75.75,6135.75,Recibido
O-000406,BR-00021,P-002763,PR-00007,Hermanos Corbacho S.A.,2025-08-19,27,71.57,1932.39,Pendiente
O-000407,BR-00021,P-002781,PR-01147,Banco Julián S.L.,2025-07-26,80,106.83,8546.4,Recibido
O-000408,BR-00021,P-002783,PR-00012,Grupo Mascaró S.Coop.,2025-07-17,29,139.45,4044.05,En tránsito
O-000409,BR-00021,P-002790,PR-00761,Finanzas TH S.A.,2025-08-24,31,30.95,959.45,En tránsito
O-000410,BR-00021,P-002796,PR-00994,Supermercados Yuste S.Coop.,2025-08-07,79,58.21,4598.59,Recibido
O-000411,BR-00022,P-002816,PR-00046,Priscila Pujadas Navarrete S.A.T.,2025-07-11,33,9.81,323.73,Recibido
O-000412,BR-00022,P-002836,PR-01064,Distribuciones Saura S.A.,2025-07-29,92,4.67,429.64,En tránsito
O-000413,BR-00022,P-002857,PR-00037,María José Bellido Serna S.A.,2025-07-29,41,65.15,2671.15,En tránsito
O-000414,BR-00022,P-002861,PR-00006,Consultoría Teruel y asociados S.A.,2025-07-11,94,116.13,10916.22,Pendiente
O-000415,BR-00022,P-002864,PR-00956,Desarrollo Integrales S.L.,2025-07-23,22,72.35,1591.7,En tránsito
O-000416,BR-00022,P-002865,PR-00699,Cano y asociados S.L.,2025-08-10,41,32.34,1325.94,Recibido
O-000417,BR-00022,P-002866,PR-00699,Cano y asociados S.L.,2025-07-22,95,101.27,9620.65,En tránsito
O-000418,BR-00022,P-002868,PR-00738,Suministros Heredia S.L.,2025-07-12,51,77.09,3931.59,En tránsito
O-000419,BR-00022,P-002871,PR-01119,Familia Roldan S.L.,2025-08-04,52,119.32,6204.64,Recibido
O-000420,BR-00022,P-002874,PR-00009,Sotelo y asociados S.A.T.,2025-07-08,67,147.34,9871.78,Recibido
O-000421,BR-00022,P-002876,PR-00009,Sotelo y asociados S.A.T.,2025-08-09,86,35.07,3016.02,Pendiente
O-000422,BR-00022,P-002904,PR-00015,Plinio Paniagua Folch S.L.,2025-08-02,26,147.98,3847.48,Pendiente
O-000423,BR-00023,P-002911,PR-01418,Hnos Gaya S.A.,2025-07-09,87,31.62,2750.94,Pendiente
O-000424,BR-00023,P-002917,PR-00868,Hermanos Fernández S.Com.,2025-08-25,94,46.24,4346.56,Recibido
O-000425,BR-00023,P-002918,PR-00045,Desarrollo Pedrero & Asociados S.L.U.,2025-07-24,31,30.49,945.19,Recibido
O-000426,BR-00023,P-002920,PR-01342,Soluciones Ibéricos S.L.L.,2025-08-19,23,88.19,2028.37,Pendiente
O-000427,BR-00023,P-002925,PR-00047,Logística Bermudez S.L.,2025-07-09,74,115.81,8569.94,En tránsito
O-000428,BR-00023,P-002928,PR-00047,Logística Bermudez S.L.,2025-08-02,26,149.43,3885.18,Pendiente
O-000429,BR-00023,P-002929,PR-00047,Logística Bermudez S.L.,2025-08-02,30,139.41,4182.3,Pendiente
O-000430,BR-00023,P-002935,PR-01042,Hnos Moll S.Coop.,2025-07-02,48,130.76,6276.48,En tránsito
O-000431,BR-00023,P-002937,PR-01064,Distribuciones Saura S.A.,2025-07-05,31,14.52,450.12,En tránsito
O-000432,BR-00023,P-002944,PR-00035,Banca Privada Salvador S.Com.,2025-07-31,88,75.0,6600.0,En tránsito
O-000433,BR-00023,P-002948,PR-00035,Banca Privada Salvador S.Com.,2025-06-30,93,113.59,10563.87,En tránsito
O-000434,BR-00023,P-002953,PR-00037,María José Bellido Serna S.A.,2025-08-19,44,27.81,1223.64,Recibido
O-000435,BR-00023,P-002957,PR-00006,Consultoría Teruel y asociados S.A.,2025-08-07,98,145.3,14239.4,En tránsito
O-000436,BR-00023,P-002961,PR-00006,Consultoría Teruel y asociados S.A.,2025-08-10,78,53.29,4156.62,En tránsito
O-000437,BR-00023,P-002970,PR-00738,Suministros Heredia S.L.,2025-07-21,57,140.06,7983.42,Recibido
O-000438,BR-00023,P-002971,PR-00749,Hnos Cañas S.A.,2025-07-01,95,122.11,11600.45,En tránsito
O-000439,BR-00023,P-002972,PR-00738,Suministros Heredia S.L.,2025-07-24,29,89.18,2586.22,En tránsito
O-000440,BR-00023,P-002975,PR-01178,Iniesta & Asociados S.A.T.,2025-07-31,30,28.57,857.1,Pendiente
O-000441,BR-00023,P-002980,PR-01156,Despacho Españolas S.Com.,2025-07-21,64,53.42,3418.88,En tránsito
O-000442,BR-00023,P-002982,PR-00011,Buendía y Oller S.L.,2025-08-26,72,72.61,5227.92,En tránsito
O-000443,BR-00023,P-002996,PR-00683,Comercializadora DOH S.A.,2025-07-04,93,24.28,2258.04,En tránsito
