entrega_id,venta_id,fecha_envio,fecha_entrega,estado,tipo_entrega,empresa_logistica,cumplimiento_72h
ET-00571,C-000571,2025-07-06,,Enviado,Propia,,
ET-00572,C-000572,2025-08-16,2025-08-18,Entregado,Propia,,Entregado a tiempo
ET-00573,C-000573,2025-07-30,2025-08-02,Entregado,Propia,,Entregado a tiempo
ET-00574,C-000574,2025-08-24,2025-08-28,Entregado,Propia,,Retrasado
ET-00575,C-000575,2025-08-23,,Enviado,Propia,,
ET-00577,C-000577,2025-08-26,,Enviado,Logística,MRW,
ET-00578,C-000578,2025-06-28,2025-06-28,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-00580,C-000580,2025-06-06,2025-06-10,Entregado,Propia,,Retrasado
ET-00581,C-000581,2025-07-02,2025-07-05,Entregado,Propia,,Entregado a tiempo
ET-00584,C-000584,2025-06-08,2025-06-12,Entregado,Logística,UPS,Retrasado
ET-00587,C-000587,2025-07-02,,Enviado,Logística,DHL,
ET-00588,C-000588,2025-06-23,2025-06-23,Entregado,Propia,,Entregado a tiempo
ET-00591,C-000591,2025-06-25,2025-06-26,Entregado,Propia,,Entregado a tiempo
ET-00593,C-000593,2025-07-13,,Enviado,Logística,MRW,
ET-00595,C-000595,2025-08-23,2025-08-24,Entregado,Propia,,Entregado a tiempo
ET-00596,C-000596,2025-06-28,,Enviado,Logística,Correos Express,
ET-00602,C-000602,2025-07-19,,Enviado,Logística,FedEx,
ET-00605,C-000605,2025-06-25,2025-06-26,Entregado,Logística,MRW,Entregado a tiempo
ET-00608,C-000608,2025-06-12,,Enviado,Logística,Amazon Logistics,
ET-00610,C-000610,2025-06-08,2025-06-08,Entregado,Propia,,Entregado a tiempo
ET-00611,C-000611,2025-07-09,,Enviado,Logística,FedEx,
ET-00612,C-000612,2025-06-21,2025-06-25,Entregado,Propia,,Retrasado
ET-00615,C-000615,2025-06-30,,Cancelado,Logística,FedEx,
ET-00616,C-000616,2025-06-12,2025-06-12,Entregado,Logística,MRW,Entregado a tiempo
ET-00619,C-000619,2025-06-04,2025-06-07,Entregado,Propia,,Entregado a tiempo
ET-00620,C-000620,2025-07-15,,Enviado,Propia,,
ET-00621,C-000621,2025-08-13,,Enviado,Logística,FedEx,
ET-00623,C-000623,2025-06-06,,Cancelado,Propia,,
ET-00625,C-000625,2025-07-22,2025-07-25,Entregado,Logística,Correos Express,Entregado a tiempo
ET-00627,C-000627,2025-07-18,,Enviado,Logística,MRW,
ET-00631,C-000631,2025-07-29,,Enviado,Logística,DHL,
ET-00632,C-000632,2025-06-19,2025-06-21,Entregado,Propia,,Entregado a tiempo
ET-00633,C-000633,2025-06-15,,Enviado,Propia,,
ET-00636,C-000636,2025-07-05,2025-07-06,Entregado,Propia,,Entregado a tiempo
ET-00639,C-000639,2025-08-24,,Enviado,Propia,,
ET-00640,C-000640,2025-07-07,2025-07-10,Entregado,Propia,,Entregado a tiempo
ET-00641,C-000641,2025-08-17,2025-08-19,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-00642,C-000642,2025-08-05,2025-08-09,Entregado,Propia,,Retrasado
ET-00643,C-000643,2025-08-27,2025-08-30,Entregado,Logística,MRW,Entregado a tiempo
ET-00644,C-000644,2025-08-13,2025-08-14,Entregado,Propia,,Entregado a tiempo
ET-00645,C-000645,2025-08-08,2025-08-10,Entregado,Logística,DHL,Entregado a tiempo
ET-00647,C-000647,2025-06-05,,Enviado,Propia,,
ET-00648,C-000648,2025-08-05,2025-08-09,Entregado,Logística,Amazon Logistics,Retrasado
ET-00650,C-000650,2025-08-20,2025-08-22,Entregado,Logística,DHL,Entregado a tiempo
ET-00652,C-000652,2025-06-21,2025-06-21,Entregado,Propia,,Entregado a tiempo
ET-00654,C-000654,2025-07-20,2025-07-22,Entregado,Logística,MRW,Entregado a tiempo
ET-00655,C-000655,,,Pendiente,Logística,UPS,
ET-00657,C-000657,2025-07-11,2025-07-11,Entregado,Logística,SEUR,Entregado a tiempo
ET-00661,C-000661,2025-07-06,2025-07-10,Entregado,Logística,Correos Express,Retrasado
ET-00662,C-000662,2025-07-01,2025-07-01,Entregado,Logística,SEUR,Entregado a tiempo
ET-00663,C-000663,2025-07-06,,Enviado,Logística,MRW,
ET-00664,C-000664,2025-08-26,,Enviado,Propia,,
ET-00668,C-000668,2025-08-16,,Enviado,Logística,UPS,
ET-00669,C-000669,2025-07-17,,Enviado,Logística,FedEx,
ET-00670,C-000670,2025-07-15,2025-07-16,Entregado,Logística,FedEx,Entregado a tiempo
ET-00671,C-000671,2025-06-09,2025-06-12,Entregado,Logística,MRW,Entregado a tiempo
ET-00672,C-000672,2025-07-18,2025-07-22,Entregado,Propia,,Retrasado
ET-00673,C-000673,2025-08-01,,Cancelado,Propia,,
ET-00674,C-000674,2025-08-16,2025-08-17,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-00676,C-000676,2025-07-13,2025-07-13,Entregado,Propia,,Entregado a tiempo
ET-00679,C-000679,2025-07-15,,Enviado,Propia,,
ET-00681,C-000681,2025-06-21,2025-06-23,Entregado,Logística,SEUR,Entregado a tiempo
ET-00683,C-000683,2025-07-02,,Enviado,Logística,Correos Express,
ET-00684,C-000684,2025-07-10,2025-07-11,Entregado,Logística,FedEx,Entregado a tiempo
ET-00685,C-000685,2025-08-25,2025-08-25,Entregado,Logística,UPS,Entregado a tiempo
ET-00689,C-000689,2025-08-11,2025-08-11,Entregado,Propia,,Entregado a tiempo
ET-00691,C-000691,2025-06-20,2025-06-24,Entregado,Logística,UPS,Retrasado
ET-00692,C-000692,2025-07-09,,Cancelado,Logística,SEUR,
ET-00693,C-000693,2025-06-14,2025-06-16,Entregado,Logística,Correos Express,Entregado a tiempo
ET-00696,C-000696,,,Pendiente,Propia,,
ET-00702,C-000702,2025-07-07,2025-07-07,Entregado,Propia,,Entregado a tiempo
ET-00703,C-000703,2025-07-17,2025-07-21,Entregado,Logística,DHL,Retrasado
ET-00705,C-000705,2025-06-18,2025-06-21,Entregado,Logística,FedEx,Entregado a tiempo
ET-00706,C-000706,2025-08-19,2025-08-23,Entregado,Logística,Correos Express,Retrasado
ET-00707,C-000707,2025-08-11,2025-08-12,Entregado,Logística,FedEx,Entregado a tiempo
ET-00708,C-000708,2025-06-25,,Enviado,Logística,SEUR,
ET-00710,C-000710,2025-06-20,2025-06-20,Entregado,Logística,Correos Express,Entregado a tiempo
ET-00712,C-000712,2025-06-16,2025-06-18,Entregado,Propia,,Entregado a tiempo
ET-00713,C-000713,2025-07-06,,Enviado,Logística,SEUR,
ET-00714,C-000714,2025-06-06,2025-06-06,Entregado,Logística,DHL,Entregado a tiempo
ET-00717,C-000717,2025-06-21,2025-06-25,Entregado,Logística,Amazon Logistics,Retrasado
ET-00718,C-000718,2025-07-07,2025-07-10,Entregado,Propia,,Entregado a tiempo
ET-00720,C-000720,2025-07-22,,Enviado,Logística,DHL,
ET-00721,C-000721,2025-08-22,,Enviado,Logística,DHL,
ET-00723,C-000723,2025-07-26,,Enviado,Propia,,
ET-00724,C-000724,2025-07-17,,Cancelado,Logística,DHL,
ET-00726,C-000726,2025-08-04,2025-08-06,Entregado,Propia,,Entregado a tiempo
ET-00727,C-000727,,,Pendiente,Propia,,
ET-00728,C-000728,2025-06-15,2025-06-19,Entregado,Propia,,Retrasado
ET-00730,C-000730,2025-08-17,2025-08-17,Entregado,Propia,,Entregado a tiempo
ET-00731,C-000731,2025-06-26,,Enviado,Propia,,
ET-00732,C-000732,2025-06-09,,Enviado,Logística,UPS,
ET-00734,C-000734,2025-06-05,,Enviado,Propia,,
ET-00736,C-000736,2025-06-22,,Enviado,Propia,,
ET-00739,C-000739,2025-07-05,2025-07-06,Entregado,Propia,,Entregado a tiempo
ET-00740,C-000740,2025-08-10,2025-08-12,Entregado,Propia,,Entregado a tiempo
ET-00741,C-000741,2025-08-11,,Cancelado,Logística,UPS,
ET-00742,C-000742,2025-07-16,2025-07-18,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-00744,C-000744,2025-07-17,,Cancelado,Propia,,
ET-00750,C-000750,2025-08-08,2025-08-10,Entregado,Logística,FedEx,Entregado a tiempo
ET-00751,C-000751,,,Pendiente,Propia,,
ET-00753,C-000753,2025-06-20,2025-06-21,Entregado,Propia,,Entregado a tiempo
ET-00754,C-000754,,,Pendiente,Propia,,
ET-00759,C-000759,2025-07-29,,Enviado,Logística,DHL,
ET-00761,C-000761,2025-06-19,,Enviado,Logística,SEUR,
ET-00763,C-000763,2025-07-25,,Enviado,Propia,,
ET-00764,C-000764,2025-06-20,2025-06-21,Entregado,Propia,,Entregado a tiempo
ET-00766,C-000766,2025-08-18,2025-08-19,Entregado,Logística,DHL,Entregado a tiempo
ET-00767,C-000767,2025-05-31,,Cancelado,Propia,,
ET-00768,C-000768,2025-07-27,2025-07-28,Entregado,Propia,,Entregado a tiempo
ET-00769,C-000769,2025-08-23,2025-08-26,Entregado,Propia,,Entregado a tiempo
ET-00770,C-000770,2025-07-08,2025-07-10,Entregado,Propia,,Entregado a tiempo
ET-00773,C-000773,2025-07-05,2025-07-09,Entregado,Propia,,Retrasado
ET-00775,C-000775,2025-06-10,,Cancelado,Logística,FedEx,
ET-00778,C-000778,2025-06-22,2025-06-26,Entregado,Logística,UPS,Retrasado
ET-00779,C-000779,2025-07-27,2025-07-28,Entregado,Propia,,Entregado a tiempo
ET-00780,C-000780,2025-07-25,2025-07-29,Entregado,Propia,,Retrasado
ET-00781,C-000781,2025-08-08,,Enviado,Logística,MRW,
ET-00782,C-000782,2025-06-04,2025-06-04,Entregado,Propia,,Entregado a tiempo
ET-00783,C-000783,2025-06-05,,Enviado,Logística,Amazon Logistics,
ET-00784,C-000784,2025-08-08,,Enviado,Logística,UPS,
ET-00786,C-000786,2025-08-23,2025-08-27,Entregado,Propia,,Retrasado
ET-00789,C-000789,2025-07-29,2025-08-01,Entregado,Logística,FedEx,Entregado a tiempo
ET-00790,C-000790,2025-06-21,2025-06-25,Entregado,Logística,FedEx,Retrasado
ET-00792,C-000792,2025-06-19,2025-06-19,Entregado,Logística,SEUR,Entregado a tiempo
ET-00794,C-000794,2025-08-28,,Enviado,Logística,Amazon Logistics,
ET-00795,C-000795,2025-06-07,2025-06-07,Entregado,Logística,SEUR,Entregado a tiempo
ET-00796,C-000796,2025-08-08,2025-08-08,Entregado,Logística,SEUR,Entregado a tiempo
ET-00797,C-000797,2025-07-17,2025-07-20,Entregado,Logística,FedEx,Entregado a tiempo
ET-00799,C-000799,2025-06-25,,Enviado,Logística,Amazon Logistics,
ET-00800,C-000800,2025-08-02,2025-08-02,Entregado,Propia,,Entregado a tiempo
ET-00803,C-000803,2025-08-20,,Cancelado,Logística,UPS,
ET-00804,C-000804,2025-06-17,2025-06-18,Entregado,Logística,MRW,Entregado a tiempo
ET-00805,C-000805,2025-08-11,2025-08-13,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-00806,C-000806,2025-07-11,2025-07-14,Entregado,Propia,,Entregado a tiempo
ET-00807,C-000807,2025-07-31,2025-08-03,Entregado,Propia,,Entregado a tiempo
ET-00808,C-000808,2025-07-01,2025-07-04,Entregado,Propia,,Entregado a tiempo
ET-00814,C-000814,2025-08-14,,Enviado,Logística,UPS,
ET-00815,C-000815,2025-06-26,,Enviado,Logística,MRW,
ET-00816,C-000816,,,Pendiente,Logística,Amazon Logistics,
ET-00817,C-000817,2025-07-31,,Cancelado,Propia,,
ET-00818,C-000818,2025-06-24,2025-06-26,Entregado,Logística,DHL,Entregado a tiempo
ET-00819,C-000819,2025-07-03,2025-07-05,Entregado,Propia,,Entregado a tiempo
ET-00820,C-000820,2025-06-17,2025-06-20,Entregado,Propia,,Entregado a tiempo
ET-00823,C-000823,2025-08-10,2025-08-11,Entregado,Propia,,Entregado a tiempo
ET-00825,C-000825,2025-07-15,2025-07-15,Entregado,Propia,,Entregado a tiempo
ET-00826,C-000826,,,Pendiente,Logística,DHL,
ET-00830,C-000830,2025-07-22,2025-07-24,Entregado,Propia,,Entregado a tiempo
ET-00831,C-000831,2025-06-28,,Cancelado,Propia,,
ET-00833,C-000833,2025-06-12,,Enviado,Logística,MRW,
ET-00834,C-000834,2025-08-03,,Cancelado,Propia,,
ET-00835,C-000835,2025-07-18,,Enviado,Logística,SEUR,
ET-00836,C-000836,2025-07-13,2025-07-17,Entregado,Logística,MRW,Retrasado
ET-00837,C-000837,2025-06-27,2025-06-27,Entregado,Logística,MRW,Entregado a tiempo
ET-00840,C-000840,2025-07-08,,Enviado,Logística,MRW,
ET-00843,C-000843,2025-08-07,,Enviado,Propia,,
ET-00845,C-000845,2025-08-09,,Enviado,Propia,,
ET-00847,C-000847,2025-07-29,2025-07-29,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-00849,C-000849,2025-06-30,2025-07-01,Entregado,Logística,SEUR,Entregado a tiempo
ET-00850,C-000850,2025-06-09,2025-06-13,Entregado,Propia,,Retrasado
ET-00852,C-000852,2025-08-05,,Enviado,Propia,,
ET-00855,C-000855,2025-07-17,,Cancelado,Propia,,
ET-00857,C-000857,2025-08-09,,Enviado,Propia,,
ET-00858,C-000858,2025-07-16,,Enviado,Logística,DHL,
ET-00859,C-000859,2025-07-02,2025-07-05,Entregado,Propia,,Entregado a tiempo
ET-00860,C-000860,2025-07-21,,Cancelado,Logística,UPS,
ET-00861,C-000861,2025-06-17,2025-06-21,Entregado,Propia,,Retrasado
ET-00863,C-000863,,,Pendiente,Propia,,
ET-00864,C-000864,2025-07-17,,Enviado,Propia,,
ET-00865,C-000865,,,Pendiente,Propia,,
ET-00866,C-000866,2025-07-31,2025-08-04,Entregado,Logística,SEUR,Retrasado
ET-00867,C-000867,2025-06-27,,Enviado,Propia,,
ET-00869,C-000869,2025-06-03,2025-06-03,Entregado,Propia,,Entregado a tiempo
ET-00870,C-000870,2025-07-18,,Enviado,Logística,FedEx,
ET-00872,C-000872,2025-06-16,2025-06-16,Entregado,Propia,,Entregado a tiempo
ET-00873,C-000873,2025-08-29,2025-09-02,Entregado,Propia,,Retrasado
ET-00876,C-000876,2025-07-27,2025-07-31,Entregado,Propia,,Retrasado
ET-00879,C-000879,2025-06-03,2025-06-06,Entregado,Propia,,Entregado a tiempo
ET-00880,C-000880,2025-08-08,2025-08-10,Entregado,Logística,MRW,Entregado a tiempo
ET-00881,C-000881,2025-06-22,,Enviado,Logística,SEUR,
ET-00882,C-000882,2025-08-23,,Enviado,Logística,Correos Express,
ET-00883,C-000883,2025-08-09,2025-08-12,Entregado,Propia,,Entregado a tiempo
ET-00886,C-000886,2025-08-28,,Enviado,Propia,,
ET-00888,C-000888,2025-07-28,2025-08-01,Entregado,Logística,DHL,Retrasado
ET-00889,C-000889,2025-06-29,2025-07-02,Entregado,Logística,FedEx,Entregado a tiempo
ET-00891,C-000891,2025-06-05,2025-06-09,Entregado,Propia,,Retrasado
ET-00892,C-000892,2025-08-14,,Enviado,Propia,,
ET-00893,C-000893,2025-07-14,2025-07-15,Entregado,Logística,UPS,Entregado a tiempo
ET-00895,C-000895,,,Pendiente,Logística,MRW,
ET-00896,C-000896,,,Pendiente,Propia,,
ET-00898,C-000898,2025-08-24,2025-08-24,Entregado,Logística,MRW,Entregado a tiempo
ET-00903,C-000903,,,Pendiente,Logística,UPS,
ET-00904,C-000904,2025-08-29,2025-08-31,Entregado,Logística,Correos Express,Entregado a tiempo
ET-00905,C-000905,2025-07-24,2025-07-28,Entregado,Logística,DHL,Retrasado
ET-00906,C-000906,2025-06-27,,Enviado,Propia,,
ET-00907,C-000907,,,Pendiente,Propia,,
ET-00908,C-000908,2025-07-03,2025-07-03,Entregado,Logística,DHL,Entregado a tiempo
ET-00909,C-000909,2025-08-01,,Enviado,Logística,MRW,
ET-00911,C-000911,2025-08-07,,Cancelado,Logística,Amazon Logistics,
ET-00912,C-000912,2025-07-04,2025-07-07,Entregado,Logística,DHL,Entregado a tiempo
ET-00913,C-000913,2025-06-27,2025-06-29,Entregado,Logística,FedEx,Entregado a tiempo
ET-00914,C-000914,2025-07-20,2025-07-23,Entregado,Logística,MRW,Entregado a tiempo
ET-00915,C-000915,2025-06-13,2025-06-16,Entregado,Logística,Correos Express,Entregado a tiempo
ET-00917,C-000917,2025-07-31,,Enviado,Propia,,
ET-00918,C-000918,2025-06-29,,Enviado,Propia,,
ET-00921,C-000921,2025-08-21,2025-08-23,Entregado,Logística,Correos Express,Entregado a tiempo
ET-00922,C-000922,2025-06-02,,Cancelado,Logística,SEUR,
ET-00923,C-000923,2025-08-13,2025-08-15,Entregado,Logística,DHL,Entregado a tiempo
ET-00924,C-000924,,,Pendiente,Logística,SEUR,
ET-00925,C-000925,2025-07-25,,Enviado,Propia,,
ET-00927,C-000927,2025-06-13,2025-06-13,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-00929,C-000929,2025-06-10,2025-06-12,Entregado,Propia,,Entregado a tiempo
ET-00930,C-000930,2025-08-17,2025-08-18,Entregado,Logística,FedEx,Entregado a tiempo
ET-00932,C-000932,2025-07-29,2025-07-29,Entregado,Logística,SEUR,Entregado a tiempo
ET-00934,C-000934,2025-06-26,2025-06-28,Entregado,Propia,,Entregado a tiempo
ET-00935,C-000935,2025-06-07,,Enviado,Propia,,
ET-00937,C-000937,2025-08-05,2025-08-09,Entregado,Logística,UPS,Retrasado
ET-00939,C-000939,2025-08-30,,Enviado,Logística,Correos Express,
ET-00941,C-000941,2025-07-31,2025-07-31,Entregado,Propia,,Entregado a tiempo
ET-00942,C-000942,2025-06-23,,Enviado,Propia,,
ET-00945,C-000945,2025-08-23,2025-08-23,Entregado,Propia,,Entregado a tiempo
ET-00946,C-000946,2025-08-01,2025-08-04,Entregado,Logística,MRW,Entregado a tiempo
ET-00948,C-000948,2025-06-08,2025-06-11,Entregado,Logística,MRW,Entregado a tiempo
ET-00952,C-000952,2025-08-07,,Enviado,Propia,,
ET-00953,C-000953,2025-08-14,2025-08-15,Entregado,Propia,,Entregado a tiempo
ET-00955,C-000955,,,Pendiente,Logística,MRW,
ET-00956,C-000956,2025-06-18,,Cancelado,Propia,,
ET-00957,C-000957,2025-07-14,,Enviado,Logística,DHL,
ET-00958,C-000958,2025-06-17,2025-06-21,Entregado,Propia,,Retrasado
ET-00959,C-000959,2025-08-30,2025-08-31,Entregado,Propia,,Entregado a tiempo
ET-00960,C-000960,2025-06-11,,Enviado,Logística,SEUR,
ET-00961,C-000961,2025-08-17,2025-08-19,Entregado,Propia,,Entregado a tiempo
ET-00962,C-000962,,,Pendiente,Propia,,
ET-00968,C-000968,2025-06-15,2025-06-18,Entregado,Logística,DHL,Entregado a tiempo
ET-00969,C-000969,2025-07-01,2025-07-01,Entregado,Logística,DHL,Entregado a tiempo
ET-00970,C-000970,2025-06-25,2025-06-27,Entregado,Propia,,Entregado a tiempo
ET-00971,C-000971,2025-08-26,2025-08-27,Entregado,Propia,,Entregado a tiempo
ET-00972,C-000972,2025-08-08,2025-08-11,Entregado,Propia,,Entregado a tiempo
ET-00973,C-000973,2025-06-22,,Enviado,Logística,UPS,
ET-00974,C-000974,2025-07-07,,Cancelado,Propia,,
ET-00977,C-000977,2025-07-04,2025-07-05,Entregado,Propia,,Entregado a tiempo
ET-00978,C-000978,2025-07-11,,Cancelado,Logística,MRW,
ET-00979,C-000979,,,Pendiente,Propia,,
ET-00980,C-000980,2025-08-11,,Enviado,Propia,,
ET-00982,C-000982,,,Pendiente,Propia,,
ET-00983,C-000983,2025-06-12,2025-06-14,Entregado,Propia,,Entregado a tiempo
ET-00984,C-000984,2025-07-12,2025-07-16,Entregado,Logística,Amazon Logistics,Retrasado
ET-00985,C-000985,2025-07-28,,Enviado,Logística,Amazon Logistics,
ET-00986,C-000986,2025-06-30,2025-07-02,Entregado,Propia,,Entregado a tiempo
ET-00987,C-000987,2025-06-15,2025-06-18,Entregado,Propia,,Entregado a tiempo
ET-00989,C-000989,2025-07-28,2025-07-30,Entregado,Logística,UPS,Entregado a tiempo
ET-00990,C-000990,2025-07-06,2025-07-09,Entregado,Logística,MRW,Entregado a tiempo
ET-00991,C-000991,2025-06-09,2025-06-09,Entregado,Propia,,Entregado a tiempo
ET-00992,C-000992,2025-07-28,2025-07-30,Entregado,Propia,,Entregado a tiempo
ET-00995,C-000995,2025-07-04,2025-07-04,Entregado,Propia,,Entregado a tiempo
ET-00996,C-000996,2025-06-18,,Cancelado,Propia,,
ET-00997,C-000997,2025-08-06,,Enviado,Propia,,
ET-01001,C-001001,2025-06-28,,Cancelado,Propia,,
ET-01002,C-001002,2025-06-21,2025-06-25,Entregado,Propia,,Retrasado
ET-01004,C-001004,2025-08-12,,Enviado,Propia,,
ET-01006,C-001006,2025-08-14,2025-08-15,Entregado,Propia,,Entregado a tiempo
ET-01008,C-001008,2025-06-29,,Enviado,Logística,UPS,
ET-01009,C-001009,2025-08-15,2025-08-16,Entregado,Propia,,Entregado a tiempo
ET-01010,C-001010,2025-07-27,,Enviado,Logística,Correos Express,
ET-01015,C-001015,,,Pendiente,Propia,,
ET-01016,C-001016,2025-06-17,,Cancelado,Logística,MRW,
ET-01021,C-001021,2025-07-15,2025-07-17,Entregado,Propia,,Entregado a tiempo
ET-01023,C-001023,,,Pendiente,Propia,,
ET-01024,C-001024,2025-08-02,2025-08-06,Entregado,Logística,MRW,Retrasado
ET-01025,C-001025,2025-08-29,2025-08-30,Entregado,Propia,,Entregado a tiempo
ET-01026,C-001026,2025-07-27,,Cancelado,Propia,,
ET-01027,C-001027,2025-06-04,2025-06-06,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-01029,C-001029,,,Pendiente,Propia,,
ET-01030,C-001030,2025-08-20,2025-08-24,Entregado,Propia,,Retrasado
ET-01032,C-001032,2025-08-27,,Cancelado,Logística,Amazon Logistics,
ET-01036,C-001036,2025-08-01,2025-08-01,Entregado,Propia,,Entregado a tiempo
ET-01037,C-001037,2025-08-18,2025-08-21,Entregado,Logística,DHL,Entregado a tiempo
ET-01038,C-001038,2025-08-12,2025-08-15,Entregado,Propia,,Entregado a tiempo
ET-01039,C-001039,2025-06-22,,Enviado,Propia,,
ET-01040,C-001040,2025-07-02,2025-07-05,Entregado,Propia,,Entregado a tiempo
ET-01041,C-001041,2025-06-19,,Enviado,Logística,MRW,
ET-01045,C-001045,2025-08-09,,Enviado,Propia,,
ET-01050,C-001050,,,Pendiente,Logística,MRW,
ET-01051,C-001051,2025-07-22,,Enviado,Propia,,
ET-01053,C-001053,2025-07-16,,Enviado,Propia,,
ET-01055,C-001055,2025-06-16,,Cancelado,Propia,,
ET-01056,C-001056,2025-06-06,2025-06-07,Entregado,Logística,Correos Express,Entregado a tiempo
ET-01057,C-001057,2025-06-19,,Cancelado,Logística,SEUR,
ET-01058,C-001058,2025-07-10,2025-07-12,Entregado,Propia,,Entregado a tiempo
ET-01059,C-001059,2025-08-20,,Cancelado,Propia,,
ET-01060,C-001060,,,Pendiente,Logística,Amazon Logistics,
ET-01062,C-001062,2025-08-15,,Enviado,Propia,,
ET-01064,C-001064,2025-07-06,,Enviado,Logística,MRW,
ET-01067,C-001067,2025-08-20,2025-08-22,Entregado,Propia,,Entregado a tiempo
ET-01068,C-001068,2025-06-07,,Enviado,Logística,MRW,
ET-01069,C-001069,2025-07-08,2025-07-12,Entregado,Propia,,Retrasado
ET-01071,C-001071,2025-07-26,2025-07-28,Entregado,Propia,,Entregado a tiempo
ET-01072,C-001072,2025-07-02,2025-07-04,Entregado,Logística,Correos Express,Entregado a tiempo
ET-01074,C-001074,2025-08-02,,Enviado,Propia,,
ET-01080,C-001080,2025-07-29,2025-07-30,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-01081,C-001081,2025-07-16,2025-07-19,Entregado,Propia,,Entregado a tiempo
ET-01082,C-001082,2025-06-30,,Enviado,Propia,,
ET-01083,C-001083,2025-07-26,,Enviado,Logística,Correos Express,
ET-01084,C-001084,2025-08-20,,Enviado,Propia,,
ET-01086,C-001086,2025-08-10,2025-08-13,Entregado,Propia,,Entregado a tiempo
ET-01087,C-001087,2025-07-05,2025-07-07,Entregado,Propia,,Entregado a tiempo
ET-01089,C-001089,2025-08-02,2025-08-06,Entregado,Logística,DHL,Retrasado
ET-01091,C-001091,2025-08-13,,Cancelado,Propia,,
ET-01094,C-001094,2025-08-22,,Enviado,Propia,,
ET-01095,C-001095,2025-08-26,2025-08-26,Entregado,Propia,,Entregado a tiempo
ET-01097,C-001097,2025-06-04,2025-06-06,Entregado,Logística,UPS,Entregado a tiempo
ET-01098,C-001098,2025-06-06,,Enviado,Propia,,
ET-01101,C-001101,2025-07-29,2025-07-31,Entregado,Logística,SEUR,Entregado a tiempo
ET-01102,C-001102,2025-06-11,2025-06-13,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-01103,C-001103,2025-08-04,2025-08-06,Entregado,Propia,,Entregado a tiempo
ET-01104,C-001104,2025-08-23,,Enviado,Logística,SEUR,
ET-01106,C-001106,2025-07-28,2025-07-30,Entregado,Propia,,Entregado a tiempo
