order_id,branch_id,product_id,provider_id,provider_name,fecha_orden,cantidad,precio_unitario,total,estado
O-000225,BR-00011,P-001753,PR-00036,Arteaga & Asociados S.A.,2025-08-14,64,61.86,3959.04,Recibido
O-000226,BR-00011,P-001764,PR-00006,Inmobiliaria Antúnez & Asociados S.Coop.,2025-07-14,77,24.35,1874.95,Recibido
O-000227,BR-00011,P-001769,PR-00008,Suministros Solano S.L.N.E,2025-07-28,53,35.46,1879.38,Recibido
O-000228,BR-00011,P-001770,PR-01442,Consultoría Integrales S.L.,2025-06-25,55,71.25,3918.75,Pendiente
O-000229,BR-00011,P-001779,PR-00010,Familia Abad S.L.N.E,2025-08-21,54,22.4,1209.6,Recibido
O-000230,BR-00011,P-001789,PR-01396,Cabo y Jaén S.A.,2025-06-27,79,134.04,10589.16,Pendiente
O-000231,BR-00012,P-001817,PR-01077,Hermanos Arana S.L.N.E,2025-08-20,47,121.11,5692.17,Pendiente
O-000232,BR-00012,P-001828,PR-00918,Hnos Santamaria S.L.N.E,2025-07-30,28,17.48,489.44,Recibido
O-000233,BR-00012,P-001853,PR-00997,Hermanos Boix S.Coop.,2025-07-26,56,58.84,3295.04,Pendiente
O-000234,BR-00012,P-001857,PR-00006,Inmobiliaria Antúnez & Asociados S.Coop.,2025-07-05,88,146.09,12855.92,En tránsito
O-000235,BR-00012,P-001866,PR-00007,Restauración Martínez & Asociados S.L.,2025-06-29,96,44.0,4224.0,Recibido
O-000236,BR-00012,P-001867,PR-00008,Suministros Solano S.L.N.E,2025-08-13,71,46.76,3319.96,En tránsito
O-000237,BR-00012,P-001869,PR-01442,Consultoría Integrales S.L.,2025-07-11,76,27.89,2119.64,En tránsito
O-000238,BR-00012,P-001877,PR-01064,Servicios RK S.Com.,2025-08-04,60,109.0,6540.0,En tránsito
O-000239,BR-00012,P-001879,PR-00860,Arregui & Asociados S.Com.,2025-08-10,23,33.17,762.91,En tránsito
O-000240,BR-00012,P-001890,PR-00013,Bejarano y Monreal S.Com.,2025-08-11,33,33.67,1111.11,Recibido
O-000241,BR-00012,P-001894,PR-00626,Familia Moya S.L.,2025-08-06,85,65.56,5572.6,En tránsito
O-000242,BR-00012,P-001901,PR-00015,Lastra y Alonso S.Coop.,2025-06-28,85,52.45,4458.25,En tránsito
O-000243,BR-00012,P-001902,PR-00015,Lastra y Alonso S.Coop.,2025-07-04,84,68.72,5772.48,En tránsito
O-000244,BR-00013,P-001906,PR-00645,Restauración Inteligentes S.Com.,2025-08-14,76,129.68,9855.68,Pendiente
O-000245,BR-00013,P-001924,PR-01351,Industrias Sanmartín y asociados S.A.,2025-07-29,56,10.86,608.16,En tránsito
O-000246,BR-00013,P-001928,PR-01021,Banca Privada del Mediterráneo S.Com.,2025-07-12,41,38.79,1590.39,Recibido
O-000247,BR-00013,P-001930,PR-00033,Instalaciones Almagro & Asociados S.L.,2025-07-02,81,24.74,2003.94,Pendiente
O-000248,BR-00013,P-001954,PR-00037,Caro y asociados S.L.,2025-08-17,62,52.82,3274.84,En tránsito
O-000249,BR-00013,P-001965,PR-00853,Ballesteros y Soler S.L.U.,2025-07-31,56,48.55,2718.8,Recibido
O-000250,BR-00013,P-001967,PR-00853,Ballesteros y Soler S.L.U.,2025-07-23,63,48.27,3041.01,En tránsito
O-000251,BR-00013,P-001968,PR-00853,Ballesteros y Soler S.L.U.,2025-07-31,58,62.71,3637.18,Recibido
O-000252,BR-00013,P-001974,PR-00782,Fábrica del Noroeste S.L.,2025-06-28,46,24.53,1128.38,En tránsito
O-000253,BR-00013,P-001994,PR-00013,Bejarano y Monreal S.Com.,2025-08-10,36,36.66,1319.76,Pendiente
O-000254,BR-00013,P-001996,PR-00626,Familia Moya S.L.,2025-07-14,58,102.14,5924.12,Pendiente
O-000255,BR-00013,P-001997,PR-00626,Familia Moya S.L.,2025-07-04,62,143.18,8877.16,En tránsito
O-000256,BR-00013,P-002003,PR-00015,Lastra y Alonso S.Coop.,2025-08-17,85,121.12,10295.2,Pendiente
O-000257,BR-00014,P-002012,PR-01244,Transportes Alcántara & Asociados S.A.,2025-08-17,90,116.57,10491.3,En tránsito
O-000258,BR-00014,P-002017,PR-01077,Hermanos Arana S.L.N.E,2025-07-27,27,60.8,1641.6,Pendiente
O-000259,BR-00014,P-002019,PR-01077,Hermanos Arana S.L.N.E,2025-08-22,77,101.65,7827.05,Recibido
O-000260,BR-00014,P-002040,PR-00035,Lledó y Bernal S.Com.,2025-08-21,98,119.26,11687.48,En tránsito
O-000261,BR-00014,P-002049,PR-00790,Ribas y Andrade S.Coop.,2025-07-10,35,149.61,5236.35,Recibido
O-000262,BR-00014,P-002052,PR-00997,Hermanos Boix S.Coop.,2025-08-16,68,143.01,9724.68,En tránsito
O-000263,BR-00014,P-002064,PR-00008,Suministros Solano S.L.N.E,2025-07-13,100,80.37,8037.0,Recibido
O-000264,BR-00014,P-002065,PR-00009,Distribuciones HF S.L.,2025-06-27,36,55.32,1991.52,Pendiente
O-000265,BR-00014,P-002067,PR-00782,Fábrica del Noroeste S.L.,2025-08-08,40,30.29,1211.6,En tránsito
O-000266,BR-00014,P-002076,PR-00011,Infraestructuras Villegas S.L.,2025-07-26,55,139.32,7662.6,Pendiente
O-000267,BR-00014,P-002079,PR-01396,Cabo y Jaén S.A.,2025-08-22,50,74.79,3739.5,En tránsito
O-000268,BR-00014,P-002088,PR-01216,Fuster y Sureda S.A.,2025-08-08,43,82.32,3539.76,Pendiente
O-000269,BR-00014,P-002089,PR-00014,Minería Palma S.Coop.,2025-07-15,83,149.65,12420.95,Pendiente
O-000270,BR-00015,P-002101,PR-01244,Transportes Alcántara & Asociados S.A.,2025-07-19,93,44.92,4177.56,Recibido
O-000271,BR-00015,P-002108,PR-00918,Hnos Santamaria S.L.N.E,2025-07-26,72,143.42,10326.24,En tránsito
O-000272,BR-00015,P-002130,PR-01296,Giner & Asociados S.L.N.E,2025-08-07,27,124.1,3350.7,Recibido
O-000273,BR-00015,P-002136,PR-00036,Arteaga & Asociados S.A.,2025-07-26,97,21.07,2043.79,En tránsito
O-000274,BR-00015,P-002145,PR-00997,Hermanos Boix S.Coop.,2025-08-19,65,85.77,5575.05,En tránsito
O-000275,BR-00015,P-002148,PR-00723,Talleres XL S.Com.,2025-07-08,90,11.68,1051.2,En tránsito
O-000276,BR-00015,P-002153,PR-00007,Restauración Martínez & Asociados S.L.,2025-06-26,72,94.92,6834.24,Pendiente
O-000277,BR-00015,P-002161,PR-01442,Consultoría Integrales S.L.,2025-08-16,37,61.1,2260.7,Recibido
O-000278,BR-00015,P-002174,PR-00011,Infraestructuras Villegas S.L.,2025-08-22,73,12.18,889.14,Recibido
O-000279,BR-00015,P-002179,PR-00012,Infraestructuras ZXSZ S.C.P,2025-07-07,44,77.1,3392.4,En tránsito
O-000280,BR-00016,P-002209,PR-00045,Evaristo Ramis Olivares S.Com.,2025-08-16,78,33.15,2585.7,Pendiente
O-000281,BR-00016,P-002211,PR-00045,Evaristo Ramis Olivares S.Com.,2025-08-07,76,28.19,2142.44,Pendiente
O-000282,BR-00016,P-002214,PR-00046,Infraestructuras Avanzadas S.Com.,2025-07-06,89,6.43,572.27,Pendiente
O-000283,BR-00016,P-002219,PR-01351,Industrias Sanmartín y asociados S.A.,2025-07-12,65,34.74,2258.1,Recibido
O-000284,BR-00016,P-002222,PR-01097,Geraldo Verdejo Ávila S.C.P,2025-07-28,22,35.73,786.06,Recibido
O-000285,BR-00016,P-002229,PR-01477,Hoz & Asociados S.L.,2025-08-09,93,65.0,6045.0,Pendiente
O-000286,BR-00016,P-002231,PR-01477,Hoz & Asociados S.L.,2025-07-13,54,106.07,5727.78,En tránsito
O-000287,BR-00016,P-002244,PR-00622,Servicios Adadia S.A.,2025-08-04,27,109.77,2963.79,Recibido
O-000288,BR-00016,P-002246,PR-00037,Caro y asociados S.L.,2025-07-25,25,138.89,3472.25,Recibido
O-000289,BR-00016,P-002253,PR-00853,Ballesteros y Soler S.L.U.,2025-07-26,65,126.11,8197.15,Pendiente
O-000290,BR-00016,P-002254,PR-00853,Ballesteros y Soler S.L.U.,2025-07-21,54,56.88,3071.52,En tránsito
O-000291,BR-00016,P-002258,PR-00008,Suministros Solano S.L.N.E,2025-06-29,59,52.47,3095.73,Pendiente
O-000292,BR-00016,P-002259,PR-01442,Consultoría Integrales S.L.,2025-08-12,53,146.71,7775.63,Recibido
O-000293,BR-00016,P-002267,PR-00782,Fábrica del Noroeste S.L.,2025-06-29,81,112.42,9106.02,Recibido
O-000294,BR-00016,P-002277,PR-01396,Cabo y Jaén S.A.,2025-08-01,37,37.17,1375.29,Pendiente
O-000295,BR-00016,P-002280,PR-01396,Cabo y Jaén S.A.,2025-07-30,46,132.34,6087.64,En tránsito
O-000296,BR-00016,P-002288,PR-00013,Bejarano y Monreal S.Com.,2025-07-22,48,73.27,3516.96,Pendiente
O-000297,BR-00016,P-002291,PR-00014,Minería Palma S.Coop.,2025-07-28,35,29.14,1019.9,Recibido
O-000298,BR-00016,P-002292,PR-00626,Familia Moya S.L.,2025-06-25,42,111.34,4676.28,En tránsito
O-000299,BR-00016,P-002295,PR-00015,Lastra y Alonso S.Coop.,2025-07-01,30,97.92,2937.6,Recibido
O-000300,BR-00017,P-002312,PR-00046,Infraestructuras Avanzadas S.Com.,2025-07-16,89,91.46,8139.94,En tránsito
O-000301,BR-00017,P-002315,PR-00918,Hnos Santamaria S.L.N.E,2025-08-04,86,112.58,9681.88,Pendiente
O-000302,BR-00017,P-002335,PR-00036,Arteaga & Asociados S.A.,2025-07-30,40,32.59,1303.6,En tránsito
O-000303,BR-00017,P-002343,PR-00790,Ribas y Andrade S.Coop.,2025-07-10,20,92.79,1855.8,En tránsito
O-000304,BR-00017,P-002351,PR-00853,Ballesteros y Soler S.L.U.,2025-08-11,79,97.62,7711.98,Recibido
O-000305,BR-00017,P-002356,PR-01442,Consultoría Integrales S.L.,2025-07-09,79,13.26,1047.54,En tránsito
O-000306,BR-00017,P-002376,PR-00013,Bejarano y Monreal S.Com.,2025-08-19,90,71.3,6417.0,Pendiente
O-000307,BR-00017,P-002380,PR-00626,Familia Moya S.L.,2025-07-21,85,49.05,4169.25,En tránsito
O-000308,BR-00017,P-002384,PR-00014,Minería Palma S.Coop.,2025-07-10,41,50.94,2088.54,Pendiente
O-000309,BR-00018,P-002392,PR-00043,Colom y asociados S.L.,2025-06-28,42,7.06,296.52,En tránsito
O-000310,BR-00018,P-002396,PR-01244,Transportes Alcántara & Asociados S.A.,2025-07-07,83,7.78,645.74,En tránsito
O-000311,BR-00018,P-002397,PR-01244,Transportes Alcántara & Asociados S.A.,2025-07-14,24,65.14,1563.36,Pendiente
O-000312,BR-00018,P-002404,PR-00046,Infraestructuras Avanzadas S.Com.,2025-07-02,56,136.39,7637.84,Recibido
O-000313,BR-00018,P-002422,PR-01271,Hermanos Tovar S.A.T.,2025-08-15,67,47.23,3164.41,Recibido
O-000314,BR-00018,P-002430,PR-00036,Arteaga & Asociados S.A.,2025-06-25,93,28.91,2688.63,Pendiente
O-000315,BR-00018,P-002436,PR-00622,Servicios Adadia S.A.,2025-07-11,47,19.49,916.03,Recibido
O-000316,BR-00018,P-002453,PR-00009,Distribuciones HF S.L.,2025-08-08,48,128.46,6166.08,Pendiente
O-000317,BR-00018,P-002460,PR-01064,Servicios RK S.Com.,2025-07-12,75,106.73,8004.75,Recibido
O-000318,BR-00018,P-002461,PR-01064,Servicios RK S.Com.,2025-08-04,77,114.92,8848.84,En tránsito
O-000319,BR-00018,P-002467,PR-00011,Infraestructuras Villegas S.L.,2025-08-10,85,56.77,4825.45,Recibido
O-000320,BR-00018,P-002471,PR-00012,Infraestructuras ZXSZ S.C.P,2025-08-15,25,111.45,2786.25,En tránsito
O-000321,BR-00019,P-002499,PR-00044,Jorge Bermejo Oliva S.A.,2025-07-04,75,67.34,5050.5,En tránsito
O-000322,BR-00019,P-002507,PR-01077,Hermanos Arana S.L.N.E,2025-08-09,59,86.06,5077.54,Pendiente
O-000323,BR-00019,P-002513,PR-00918,Hnos Santamaria S.L.N.E,2025-07-19,28,78.84,2207.52,Pendiente
O-000324,BR-00019,P-002523,PR-01021,Banca Privada del Mediterráneo S.Com.,2025-08-01,95,146.72,13938.4,En tránsito
O-000325,BR-00019,P-002524,PR-00033,Instalaciones Almagro & Asociados S.L.,2025-08-02,96,30.51,2928.96,Recibido
O-000326,BR-00019,P-002525,PR-00033,Instalaciones Almagro & Asociados S.L.,2025-07-12,57,31.32,1785.24,Recibido
O-000327,BR-00019,P-002526,PR-00033,Instalaciones Almagro & Asociados S.L.,2025-08-23,32,70.16,2245.12,Pendiente
O-000328,BR-00019,P-002532,PR-00034,Reyes Cid Guijarro S.L.,2025-08-14,61,40.34,2460.74,Pendiente
O-000329,BR-00019,P-002534,PR-00035,Lledó y Bernal S.Com.,2025-07-15,20,148.18,2963.6,Pendiente
O-000330,BR-00019,P-002538,PR-00036,Arteaga & Asociados S.A.,2025-08-21,43,100.91,4339.13,Pendiente
O-000331,BR-00019,P-002550,PR-00006,Inmobiliaria Antúnez & Asociados S.Coop.,2025-07-07,38,68.72,2611.36,Recibido
O-000332,BR-00019,P-002555,PR-00007,Restauración Martínez & Asociados S.L.,2025-06-29,91,56.96,5183.36,En tránsito
O-000333,BR-00019,P-002565,PR-00009,Distribuciones HF S.L.,2025-07-05,36,14.32,515.52,Recibido
O-000334,BR-00019,P-002569,PR-00860,Arregui & Asociados S.Com.,2025-07-22,56,52.11,2918.16,Recibido
O-000335,BR-00019,P-002572,PR-00011,Infraestructuras Villegas S.L.,2025-08-01,28,86.63,2425.64,Pendiente
O-000336,BR-00019,P-002586,PR-01216,Fuster y Sureda S.A.,2025-08-10,56,120.94,6772.64,Pendiente
O-000337,BR-00019,P-002587,PR-01216,Fuster y Sureda S.A.,2025-07-07,42,61.87,2598.54,En tránsito
O-000338,BR-00019,P-002589,PR-01216,Fuster y Sureda S.A.,2025-07-08,39,19.63,765.57,Pendiente
O-000339,BR-00019,P-002594,PR-00015,Lastra y Alonso S.Coop.,2025-08-06,91,141.47,12873.77,Recibido
O-000340,BR-00020,P-002602,PR-00616,Goyo Arranz Salom S.C.P,2025-07-12,95,74.48,7075.6,Recibido
O-000341,BR-00020,P-002603,PR-00645,Restauración Inteligentes S.Com.,2025-08-20,72,144.87,10430.64,Pendiente
O-000342,BR-00020,P-002605,PR-00044,Jorge Bermejo Oliva S.A.,2025-08-15,76,42.78,3251.28,En tránsito
O-000343,BR-00020,P-002613,PR-00045,Evaristo Ramis Olivares S.Com.,2025-08-15,52,15.44,802.88,Pendiente
O-000344,BR-00020,P-002614,PR-00918,Hnos Santamaria S.L.N.E,2025-07-01,26,105.94,2754.44,Pendiente
O-000345,BR-00020,P-002624,PR-01021,Banca Privada del Mediterráneo S.Com.,2025-07-08,93,91.73,8530.89,En tránsito
O-000346,BR-00020,P-002631,PR-00035,Lledó y Bernal S.Com.,2025-06-30,81,61.87,5011.47,Recibido
O-000347,BR-00020,P-002632,PR-01296,Giner & Asociados S.L.N.E,2025-06-28,49,39.55,1937.95,En tránsito
O-000348,BR-00020,P-002634,PR-01296,Giner & Asociados S.L.N.E,2025-07-11,58,70.37,4081.46,Pendiente
O-000349,BR-00020,P-002645,PR-00675,Manufacturas Andres S.L.N.E,2025-07-11,80,124.57,9965.6,Recibido
O-000350,BR-00020,P-002662,PR-00782,Fábrica del Noroeste S.L.,2025-07-14,26,75.06,1951.56,Pendiente
O-000351,BR-00020,P-002693,PR-00626,Familia Moya S.L.,2025-06-30,69,128.55,8869.95,Recibido
O-000352,BR-00020,P-002694,PR-00626,Familia Moya S.L.,2025-08-02,78,112.43,8769.54,En tránsito
O-000353,BR-00020,P-002697,PR-01216,Fuster y Sureda S.A.,2025-07-19,40,146.36,5854.4,Recibido
O-000354,BR-00020,P-002698,PR-01216,Fuster y Sureda S.A.,2025-08-11,21,94.38,1981.98,Recibido
O-000355,BR-00020,P-002699,PR-00015,Lastra y Alonso S.Coop.,2025-08-14,61,116.51,7107.11,Pendiente
O-000356,BR-00020,P-002703,PR-00015,Lastra y Alonso S.Coop.,2025-07-28,82,86.88,7124.16,Recibido
O-000357,BR-00021,P-002708,PR-00616,Goyo Arranz Salom S.C.P,2025-07-03,50,66.19,3309.5,Pendiente
O-000358,BR-00021,P-002712,PR-01244,Transportes Alcántara & Asociados S.A.,2025-07-24,53,65.09,3449.77,En tránsito
O-000359,BR-00021,P-002717,PR-01244,Transportes Alcántara & Asociados S.A.,2025-08-09,30,91.01,2730.3,Recibido
O-000360,BR-00021,P-002723,PR-01077,Hermanos Arana S.L.N.E,2025-07-18,100,22.27,2227.0,En tránsito
O-000361,BR-00021,P-002735,PR-01351,Industrias Sanmartín y asociados S.A.,2025-07-27,81,14.52,1176.12,Pendiente
O-000362,BR-00021,P-002740,PR-00033,Instalaciones Almagro & Asociados S.L.,2025-08-18,82,109.08,8944.56,Recibido
O-000363,BR-00021,P-002747,PR-01296,Giner & Asociados S.L.N.E,2025-08-19,28,5.46,152.88,Pendiente
O-000364,BR-00021,P-002748,PR-01296,Giner & Asociados S.L.N.E,2025-07-20,70,142.51,9975.7,Pendiente
O-000365,BR-00021,P-002759,PR-00853,Ballesteros y Soler S.L.U.,2025-07-11,64,75.39,4824.96,En tránsito
O-000366,BR-00021,P-002762,PR-00007,Restauración Martínez & Asociados S.L.,2025-08-20,82,95.04,7793.28,En tránsito
O-000367,BR-00021,P-002765,PR-01442,Consultoría Integrales S.L.,2025-06-27,55,103.62,5699.1,Recibido
O-000368,BR-00021,P-002767,PR-01442,Consultoría Integrales S.L.,2025-08-16,69,29.2,2014.8,En tránsito
O-000369,BR-00021,P-002770,PR-00782,Fábrica del Noroeste S.L.,2025-07-21,56,4.04,226.24,Recibido
O-000370,BR-00021,P-002780,PR-00011,Infraestructuras Villegas S.L.,2025-08-05,88,100.62,8854.56,Pendiente
O-000371,BR-00021,P-002797,PR-00015,Lastra y Alonso S.Coop.,2025-07-23,86,87.15,7494.9,En tránsito
O-000372,BR-00022,P-002804,PR-00616,Goyo Arranz Salom S.C.P,2025-07-18,70,138.33,9683.1,En tránsito
O-000373,BR-00022,P-002828,PR-00033,Instalaciones Almagro & Asociados S.L.,2025-08-11,43,4.6,197.8,En tránsito
O-000374,BR-00022,P-002829,PR-01021,Banca Privada del Mediterráneo S.Com.,2025-07-03,83,49.69,4124.27,Pendiente
O-000375,BR-00022,P-002838,PR-01271,Hermanos Tovar S.A.T.,2025-07-24,31,105.69,3276.39,Pendiente
O-000376,BR-00022,P-002839,PR-01477,Hoz & Asociados S.L.,2025-07-09,47,51.77,2433.19,Pendiente
O-000377,BR-00022,P-002841,PR-00035,Lledó y Bernal S.Com.,2025-08-21,89,23.77,2115.53,Pendiente
O-000378,BR-00022,P-002859,PR-00675,Manufacturas Andres S.L.N.E,2025-07-31,68,51.42,3496.56,Recibido
O-000379,BR-00022,P-002866,PR-00853,Ballesteros y Soler S.L.U.,2025-07-12,40,101.27,4050.8,En tránsito
O-000380,BR-00022,P-002876,PR-00009,Distribuciones HF S.L.,2025-08-23,50,35.07,1753.5,En tránsito
O-000381,BR-00022,P-002877,PR-00782,Fábrica del Noroeste S.L.,2025-07-26,77,18.44,1419.88,En tránsito
O-000382,BR-00022,P-002884,PR-00012,Infraestructuras ZXSZ S.C.P,2025-07-11,53,8.9,471.7,Recibido
O-000383,BR-00022,P-002892,PR-00013,Bejarano y Monreal S.Com.,2025-07-16,31,111.22,3447.82,Recibido
O-000384,BR-00022,P-002893,PR-00013,Bejarano y Monreal S.Com.,2025-08-12,83,67.71,5619.93,Pendiente
O-000385,BR-00022,P-002899,PR-00015,Lastra y Alonso S.Coop.,2025-07-04,40,82.67,3306.8,En tránsito
O-000386,BR-00022,P-002901,PR-00015,Lastra y Alonso S.Coop.,2025-08-23,94,101.03,9496.82,Recibido
O-000387,BR-00022,P-002903,PR-00015,Lastra y Alonso S.Coop.,2025-08-21,45,76.92,3461.4,Recibido
O-000388,BR-00022,P-002904,PR-00015,Lastra y Alonso S.Coop.,2025-08-18,99,147.98,14650.02,Recibido
O-000389,BR-00023,P-002915,PR-01077,Hermanos Arana S.L.N.E,2025-06-27,87,27.64,2404.68,Pendiente
O-000390,BR-00023,P-002972,PR-01442,Consultoría Integrales S.L.,2025-07-09,70,89.18,6242.6,Pendiente
O-000391,BR-00023,P-002983,PR-00011,Infraestructuras Villegas S.L.,2025-08-11,57,65.67,3743.19,En tránsito
O-000392,BR-00023,P-002989,PR-00013,Bejarano y Monreal S.Com.,2025-08-19,38,133.47,5071.86,Recibido
O-000393,BR-00023,P-002994,PR-00626,Familia Moya S.L.,2025-07-10,98,142.97,14011.06,Pendiente
O-000394,BR-00023,P-002995,PR-01216,Fuster y Sureda S.A.,2025-08-09,77,102.64,7903.28,En tránsito
O-000395,BR-00023,P-002996,PR-00015,Lastra y Alonso S.Coop.,2025-08-10,24,24.28,582.72,Recibido
O-000396,BR-00024,P-003006,PR-01244,Transportes Alcántara & Asociados S.A.,2025-08-07,43,17.17,738.31,Recibido
O-000397,BR-00024,P-003018,PR-00047,Familia Echevarría S.L.N.E,2025-06-25,51,75.11,3830.61,Recibido
O-000398,BR-00024,P-003024,PR-01021,Banca Privada del Mediterráneo S.Com.,2025-08-13,33,132.92,4386.36,Recibido
O-000399,BR-00024,P-003025,PR-00034,Reyes Cid Guijarro S.L.,2025-07-27,69,135.3,9335.7,Pendiente
O-000400,BR-00024,P-003027,PR-01271,Hermanos Tovar S.A.T.,2025-08-07,29,28.75,833.75,Pendiente
O-000401,BR-00024,P-003034,PR-00036,Arteaga & Asociados S.A.,2025-08-06,69,65.32,4507.08,Pendiente
O-000402,BR-00024,P-003039,PR-00622,Servicios Adadia S.A.,2025-08-09,54,138.63,7486.02,Recibido
O-000403,BR-00024,P-003058,PR-00009,Distribuciones HF S.L.,2025-08-20,56,18.14,1015.84,En tránsito
O-000404,BR-00024,P-003062,PR-00010,Familia Abad S.L.N.E,2025-08-02,70,121.81,8526.7,Recibido
O-000405,BR-00024,P-003065,PR-00860,Arregui & Asociados S.Com.,2025-07-07,37,7.22,267.14,Pendiente
O-000406,BR-00024,P-003073,PR-00012,Infraestructuras ZXSZ S.C.P,2025-07-01,33,147.8,4877.4,En tránsito
O-000407,BR-00024,P-003081,PR-00626,Familia Moya S.L.,2025-08-22,98,104.53,10243.94,Recibido
O-000408,BR-00024,P-003088,PR-00015,Lastra y Alonso S.Coop.,2025-08-02,54,9.96,537.84,Pendiente
O-000409,BR-00025,P-003094,PR-00616,Goyo Arranz Salom S.C.P,2025-07-23,54,103.12,5568.48,En tránsito
O-000410,BR-00025,P-003095,PR-00617,Clotilde Mercader Marcos S.L.,2025-07-14,23,21.39,491.97,Pendiente
O-000411,BR-00025,P-003124,PR-01271,Hermanos Tovar S.A.T.,2025-07-24,74,53.76,3978.24,En tránsito
O-000412,BR-00025,P-003126,PR-00035,Lledó y Bernal S.Com.,2025-07-31,29,117.28,3401.12,En tránsito
O-000413,BR-00025,P-003133,PR-00036,Arteaga & Asociados S.A.,2025-08-12,39,122.2,4765.8,Pendiente
O-000414,BR-00025,P-003135,PR-00036,Arteaga & Asociados S.A.,2025-08-04,63,63.11,3975.93,Recibido
O-000415,BR-00025,P-003136,PR-00790,Ribas y Andrade S.Coop.,2025-07-18,45,93.43,4204.35,Recibido
O-000416,BR-00025,P-003145,PR-00853,Ballesteros y Soler S.L.U.,2025-08-13,86,78.83,6779.38,En tránsito
O-000417,BR-00025,P-003156,PR-00008,Suministros Solano S.L.N.E,2025-08-08,49,96.09,4708.41,Pendiente
O-000418,BR-00025,P-003162,PR-00860,Arregui & Asociados S.Com.,2025-08-02,48,66.28,3181.44,Recibido
O-000419,BR-00025,P-003163,PR-01064,Servicios RK S.Com.,2025-08-11,50,5.81,290.5,Pendiente
O-000420,BR-00025,P-003170,PR-00011,Infraestructuras Villegas S.L.,2025-07-03,49,146.82,7194.18,En tránsito
O-000421,BR-00025,P-003172,PR-01396,Cabo y Jaén S.A.,2025-08-20,52,146.54,7620.08,Pendiente
O-000422,BR-00025,P-003174,PR-01396,Cabo y Jaén S.A.,2025-07-12,64,30.12,1927.68,En tránsito
O-000423,BR-00025,P-003176,PR-01396,Cabo y Jaén S.A.,2025-07-12,84,93.21,7829.64,Recibido
O-000424,BR-00025,P-003182,PR-01216,Fuster y Sureda S.A.,2025-07-26,59,55.05,3247.95,Pendiente
O-000425,BR-00025,P-003195,PR-00015,Lastra y Alonso S.Coop.,2025-07-23,23,113.9,2619.7,Pendiente
O-000426,BR-00026,P-003203,PR-00044,Jorge Bermejo Oliva S.A.,2025-08-13,84,147.83,12417.72,Pendiente
O-000427,BR-00026,P-003217,PR-00046,Infraestructuras Avanzadas S.Com.,2025-08-12,21,120.41,2528.61,En tránsito
O-000428,BR-00026,P-003222,PR-01097,Geraldo Verdejo Ávila S.C.P,2025-06-25,46,8.95,411.7,Pendiente
O-000429,BR-00026,P-003228,PR-01477,Hoz & Asociados S.L.,2025-08-22,38,71.07,2700.66,Recibido
O-000430,BR-00026,P-003244,PR-00037,Caro y asociados S.L.,2025-08-11,36,97.34,3504.24,Recibido
O-000431,BR-00026,P-003245,PR-00997,Hermanos Boix S.Coop.,2025-08-15,57,134.78,7682.46,Recibido
O-000432,BR-00026,P-003248,PR-00037,Caro y asociados S.L.,2025-08-11,55,37.23,2047.65,Pendiente
O-000433,BR-00026,P-003253,PR-00006,Inmobiliaria Antúnez & Asociados S.Coop.,2025-06-26,88,15.44,1358.72,Recibido
O-000434,BR-00026,P-003254,PR-00006,Inmobiliaria Antúnez & Asociados S.Coop.,2025-07-12,21,22.6,474.6,En tránsito
O-000435,BR-00026,P-003271,PR-00009,Distribuciones HF S.L.,2025-08-07,87,34.93,3038.91,Pendiente
O-000436,BR-00026,P-003278,PR-01064,Servicios RK S.Com.,2025-07-24,89,29.88,2659.32,En tránsito
O-000437,BR-00027,P-003280,PR-00616,Goyo Arranz Salom S.C.P,2025-07-18,28,43.61,1221.08,Pendiente
O-000438,BR-00027,P-003287,PR-00044,Jorge Bermejo Oliva S.A.,2025-07-03,89,42.71,3801.19,Pendiente
O-000439,BR-00027,P-003296,PR-00046,Infraestructuras Avanzadas S.Com.,2025-07-13,28,31.48,881.44,En tránsito
O-000440,BR-00027,P-003303,PR-00033,Instalaciones Almagro & Asociados S.L.,2025-07-29,52,139.83,7271.16,Recibido
O-000441,BR-00027,P-003307,PR-00691,Barco y Granados S.A.,2025-07-09,83,133.38,11070.54,En tránsito
