pago_id,order_id,provider_id,provider_name,fecha_orden,condicion_pago,fecha_vencimiento,fecha_pago,monto_total,estado_pago
PP-000211,O-000211,PR-00012,Grupo Cabezas S.A.,2025-07-30,60 días,2025-09-28,2025-09-19,3422.52,Pagado
PP-000212,O-000212,PR-00039,Fábrica QLS S.Coop.,2025-07-01,60 días,2025-08-30,2025-08-24,6294.34,Pagado
PP-000213,O-000213,PR-00626,Mariño & Asociados S.A.,2025-07-21,60 días,2025-09-19,2025-09-16,2717.4,Pagado
PP-000214,O-000214,PR-01431,Andrés Felipe Salvador Ariño S.Com.,2025-07-05,90 días,2025-10-03,2025-09-09,8543.99,Pagado
PP-000215,O-000215,PR-00017,Sureda y Montalbán S.C.P,2025-06-30,30 días,2025-07-30,,14269.78,Retrasado
PP-000216,O-000216,PR-00017,Sureda y Montalbán S.C.P,2025-07-09,30 días,2025-08-08,2025-07-20,5303.0,Pagado
PP-000217,O-000217,PR-00019,Construcción Baró S.Com.,2025-07-08,60 días,2025-09-06,,2388.8,Pendiente
PP-000218,O-000218,PR-00987,Hotel Botella & Asociados S.Coop.,2025-07-20,60 días,2025-09-18,,733.6,Pendiente
PP-000219,O-000219,PR-01496,Talavera y Quintana S.L.,2025-07-20,90 días,2025-10-18,,1047.16,Pendiente
PP-000220,O-000220,PR-00043,Anastasia Pou Lucas S.L.,2025-08-16,30 días,2025-09-15,,282.68,Pendiente
PP-000221,O-000221,PR-00043,Anastasia Pou Lucas S.L.,2025-07-27,30 días,2025-08-26,,10071.6,Pendiente
PP-000222,O-000222,PR-00044,Hnos Ramón S.Com.,2025-08-09,60 días,2025-10-08,2025-09-05,3592.4,Pagado
PP-000223,O-000223,PR-00044,Hnos Ramón S.Com.,2025-07-24,60 días,2025-09-22,2025-08-03,11536.0,Pagado
PP-000224,O-000224,PR-00046,Amílcar Aznar Ramirez S.Com.,2025-07-05,90 días,2025-10-03,2025-08-24,1994.88,Pagado
PP-000225,O-000225,PR-01267,Alimentación Internacionales S.Com.,2025-06-29,60 días,2025-08-28,,1338.25,Pendiente
PP-000226,O-000226,PR-00664,Inversiones Echeverría & Asociados S.L.N.E,2025-06-26,90 días,2025-09-24,,4455.15,Pendiente
PP-000227,O-000227,PR-01134,Vilanova & Asociados S.Com.,2025-08-15,30 días,2025-09-14,2025-09-08,1928.88,Pagado
PP-000228,O-000228,PR-00635,Anna Figueras Cano S.L.N.E,2025-07-04,30 días,2025-08-03,2025-07-16,5726.88,Pagado
PP-000229,O-000229,PR-00949,Farmaceútica MP S.Com.,2025-07-17,90 días,2025-10-15,,4486.59,Pendiente
PP-000230,O-000230,PR-00958,Alimentación Roldán & Asociados S.A.,2025-07-31,60 días,2025-09-29,,3093.04,Pendiente
PP-000231,O-000231,PR-00008,Suministros Mancebo y asociados S.C.P,2025-08-19,90 días,2025-11-17,2025-09-05,6201.6,Pagado
PP-000232,O-000232,PR-00008,Suministros Mancebo y asociados S.C.P,2025-07-09,90 días,2025-10-07,,3901.84,Pendiente
PP-000233,O-000233,PR-01031,Infraestructuras Aramburu & Asociados S.Com.,2025-07-04,90 días,2025-10-02,,2121.6,Pendiente
PP-000234,O-000234,PR-00011,Instalaciones YY S.Coop.,2025-08-07,90 días,2025-11-05,,6553.47,Pendiente
PP-000235,O-000235,PR-00716,Distribuciones XZBK S.A.,2025-08-08,90 días,2025-11-06,2025-09-29,2129.0,Pagado
PP-000236,O-000236,PR-00716,Distribuciones XZBK S.A.,2025-08-04,90 días,2025-11-02,,785.97,Pendiente
PP-000237,O-000237,PR-00039,Fábrica QLS S.Coop.,2025-08-10,60 días,2025-10-09,2025-08-20,1003.75,Pagado
PP-000238,O-000238,PR-01460,Tecnologías Pinilla & Asociados S.L.N.E,2025-07-03,90 días,2025-10-01,2025-07-06,4272.32,Pagado
PP-000239,O-000239,PR-00017,Sureda y Montalbán S.C.P,2025-07-06,30 días,2025-08-05,2025-07-14,3796.96,Pagado
PP-000240,O-000240,PR-00987,Hotel Botella & Asociados S.Coop.,2025-08-18,60 días,2025-10-17,,865.92,Pendiente
PP-000241,O-000241,PR-00019,Construcción Baró S.Com.,2025-07-26,60 días,2025-09-24,,2236.92,Pendiente
PP-000242,O-000242,PR-00020,Familia Lillo S.Coop.,2025-06-24,Contado,2025-06-24,2025-06-24,1886.88,Pagado
PP-000243,O-000243,PR-00044,Hnos Ramón S.Com.,2025-06-30,60 días,2025-08-29,2025-07-31,1463.55,Pagado
PP-000244,O-000244,PR-00046,Amílcar Aznar Ramirez S.Com.,2025-07-12,90 días,2025-10-10,2025-08-06,1451.6,Pagado
PP-000245,O-000245,PR-00047,Familia Mateo S.L.U.,2025-06-29,90 días,2025-09-27,,1660.5,Pendiente
PP-000246,O-000246,PR-00647,Cabrera & Asociados S.Coop.,2025-07-07,90 días,2025-10-05,,783.87,Pendiente
PP-000247,O-000247,PR-00008,Suministros Mancebo y asociados S.C.P,2025-08-16,90 días,2025-11-14,2025-09-23,286.3,Pagado
PP-000248,O-000248,PR-00012,Grupo Cabezas S.A.,2025-06-24,60 días,2025-08-23,,1281.12,Pendiente
PP-000249,O-000249,PR-01170,Enrique Adadia Perera S.Coop.,2025-07-04,30 días,2025-08-03,,1167.36,Retrasado
PP-000250,O-000250,PR-00013,Minería Globales S.A.,2025-06-29,90 días,2025-09-27,2025-08-23,755.5,Pagado
PP-000251,O-000251,PR-00043,Anastasia Pou Lucas S.L.,2025-06-25,30 días,2025-07-25,2025-07-03,6896.98,Pagado
PP-000252,O-000252,PR-00045,Marco y Saez S.L.L.,2025-08-05,90 días,2025-11-03,,2565.32,Pendiente
PP-000253,O-000253,PR-00033,Comercial Cisneros y asociados S.A.,2025-08-05,90 días,2025-11-03,2025-09-25,644.36,Pagado
PP-000254,O-000254,PR-00035,Narváez & Asociados S.Com.,2025-07-14,90 días,2025-10-12,2025-08-29,2843.0,Pagado
PP-000255,O-000255,PR-00035,Narváez & Asociados S.Com.,2025-08-16,90 días,2025-11-14,2025-09-25,6043.52,Pagado
PP-000256,O-000256,PR-00622,Consultoría MPN S.A.,2025-07-14,90 días,2025-10-12,,2954.5,Pendiente
PP-000257,O-000257,PR-00815,Industrias del Sur S.L.N.E,2025-08-20,60 días,2025-10-19,,1024.0,Pendiente
PP-000258,O-000258,PR-00006,Alma Fiol Pedrosa S.Com.,2025-06-26,90 días,2025-09-24,,7605.0,Pendiente
PP-000259,O-000259,PR-00014,Comercial Hierro S.L.,2025-06-26,30 días,2025-07-26,,3146.88,Retrasado
PP-000260,O-000260,PR-00015,Servicios Sanmartín S.L.N.E,2025-07-05,90 días,2025-10-03,,3221.82,Pendiente
PP-000261,O-000261,PR-00981,Zamora y Cadenas S.A.,2025-07-15,90 días,2025-10-13,2025-10-04,2109.36,Pagado
PP-000262,O-000262,PR-00046,Amílcar Aznar Ramirez S.Com.,2025-08-04,90 días,2025-11-02,,3664.75,Pendiente
PP-000263,O-000263,PR-01220,Duilio Castañeda Abad S.L.N.E,2025-08-03,60 días,2025-10-02,2025-08-23,3898.96,Pagado
PP-000264,O-000264,PR-00035,Narváez & Asociados S.Com.,2025-07-19,90 días,2025-10-17,,5781.28,Pendiente
PP-000265,O-000265,PR-00622,Consultoría MPN S.A.,2025-06-30,90 días,2025-09-28,2025-07-05,5868.5,Pagado
PP-000266,O-000266,PR-00010,Eduardo Manso Soler S.L.U.,2025-07-17,90 días,2025-10-15,,7264.08,Pendiente
PP-000267,O-000267,PR-00011,Instalaciones YY S.Coop.,2025-07-10,90 días,2025-10-08,2025-09-27,12807.36,Pagado
PP-000268,O-000268,PR-00011,Instalaciones YY S.Coop.,2025-07-20,90 días,2025-10-18,,2880.0,Pendiente
PP-000269,O-000269,PR-00012,Grupo Cabezas S.A.,2025-07-22,60 días,2025-09-20,,335.5,Pendiente
PP-000270,O-000270,PR-00014,Comercial Hierro S.L.,2025-07-31,30 días,2025-08-30,,3414.96,Pendiente
PP-000271,O-000271,PR-00716,Distribuciones XZBK S.A.,2025-07-01,90 días,2025-09-29,2025-08-10,1885.08,Pagado
PP-000272,O-000272,PR-00043,Anastasia Pou Lucas S.L.,2025-08-05,30 días,2025-09-04,,1621.29,Pendiente
PP-000273,O-000273,PR-00044,Hnos Ramón S.Com.,2025-07-30,60 días,2025-09-28,2025-09-25,6288.66,Pagado
PP-000274,O-000274,PR-00045,Marco y Saez S.L.L.,2025-07-19,90 días,2025-10-17,,3038.88,Pendiente
PP-000275,O-000275,PR-00046,Amílcar Aznar Ramirez S.Com.,2025-08-03,90 días,2025-11-01,2025-08-29,2979.2,Pagado
PP-000276,O-000276,PR-00033,Comercial Cisneros y asociados S.A.,2025-07-19,90 días,2025-10-17,,7711.53,Pendiente
PP-000277,O-000277,PR-00034,Banca Privada Española S.A.,2025-07-14,90 días,2025-10-12,2025-08-24,6306.46,Pagado
PP-000278,O-000278,PR-00622,Consultoría MPN S.A.,2025-07-21,90 días,2025-10-19,2025-07-28,3872.7,Pagado
PP-000279,O-000279,PR-00037,Hnos Romeu S.Com.,2025-07-28,90 días,2025-10-26,2025-08-29,10173.48,Pagado
PP-000280,O-000280,PR-00651,Desarrollo LH S.Coop.,2025-06-25,Contado,2025-06-25,2025-06-25,6713.82,Pagado
PP-000281,O-000281,PR-00651,Desarrollo LH S.Coop.,2025-07-16,Contado,2025-07-16,2025-07-16,2042.09,Pagado
PP-000282,O-000282,PR-00008,Suministros Mancebo y asociados S.C.P,2025-07-31,90 días,2025-10-29,,6349.23,Pendiente
PP-000283,O-000283,PR-01170,Enrique Adadia Perera S.Coop.,2025-06-27,30 días,2025-07-27,,3535.14,Pendiente
PP-000284,O-000284,PR-01076,Poza & Asociados S.A.,2025-07-22,90 días,2025-10-20,,3724.06,Pendiente
PP-000285,O-000285,PR-00043,Anastasia Pou Lucas S.L.,2025-08-17,30 días,2025-09-16,2025-08-27,2884.0,Pagado
PP-000286,O-000286,PR-00047,Familia Mateo S.L.U.,2025-07-08,90 días,2025-10-06,2025-09-15,7508.04,Pagado
PP-000287,O-000287,PR-00664,Inversiones Echeverría & Asociados S.L.N.E,2025-08-21,90 días,2025-11-19,,728.0,Pendiente
PP-000288,O-000288,PR-00033,Comercial Cisneros y asociados S.A.,2025-07-07,90 días,2025-10-05,,5322.39,Pendiente
PP-000289,O-000289,PR-00035,Narváez & Asociados S.Com.,2025-08-07,90 días,2025-11-05,,4613.11,Pendiente
PP-000290,O-000290,PR-00815,Industrias del Sur S.L.N.E,2025-07-09,60 días,2025-09-07,2025-07-31,7541.6,Pagado
PP-000291,O-000291,PR-00007,Farmaceútica Iberia S.Coop.,2025-06-30,90 días,2025-09-28,,2859.69,Pendiente
PP-000292,O-000292,PR-00007,Farmaceútica Iberia S.Coop.,2025-07-30,90 días,2025-10-28,,697.82,Pendiente
PP-000293,O-000293,PR-00716,Distribuciones XZBK S.A.,2025-06-29,90 días,2025-09-27,,228.89,Pendiente
PP-000294,O-000294,PR-00045,Marco y Saez S.L.L.,2025-08-17,90 días,2025-11-15,2025-09-25,1558.05,Pagado
PP-000295,O-000295,PR-00045,Marco y Saez S.L.L.,2025-07-28,90 días,2025-10-26,2025-09-09,902.08,Pagado
PP-000296,O-000296,PR-01267,Alimentación Internacionales S.Com.,2025-07-19,60 días,2025-09-17,2025-08-29,364.76,Pagado
PP-000297,O-000297,PR-01220,Duilio Castañeda Abad S.L.N.E,2025-07-05,60 días,2025-09-03,2025-08-06,7983.36,Pagado
PP-000298,O-000298,PR-00036,Mohamed Cuesta Torrents S.Coop.,2025-07-12,90 días,2025-10-10,2025-10-08,4864.05,Pagado
PP-000299,O-000299,PR-00037,Hnos Romeu S.Com.,2025-07-13,90 días,2025-10-11,2025-08-24,6147.12,Pagado
PP-000300,O-000300,PR-00651,Desarrollo LH S.Coop.,2025-07-08,Contado,2025-07-08,,2358.26,Pendiente
PP-000301,O-000301,PR-00008,Suministros Mancebo y asociados S.C.P,2025-07-05,90 días,2025-10-03,,8215.76,Pendiente
PP-000302,O-000302,PR-00011,Instalaciones YY S.Coop.,2025-06-23,90 días,2025-09-21,2025-07-27,1874.36,Pagado
PP-000303,O-000303,PR-00011,Instalaciones YY S.Coop.,2025-07-23,90 días,2025-10-21,2025-09-02,1909.6,Pagado
PP-000304,O-000304,PR-00012,Grupo Cabezas S.A.,2025-07-22,60 días,2025-09-20,2025-09-10,1449.63,Pagado
PP-000305,O-000305,PR-00012,Grupo Cabezas S.A.,2025-06-27,60 días,2025-08-26,,10285.06,Pendiente
PP-000306,O-000306,PR-01360,Borrás y Castellanos S.L.L.,2025-06-28,60 días,2025-08-27,,5182.36,Pendiente
PP-000307,O-000307,PR-00013,Minería Globales S.A.,2025-07-19,90 días,2025-10-17,2025-08-13,8731.8,Pagado
PP-000308,O-000308,PR-00043,Anastasia Pou Lucas S.L.,2025-07-07,30 días,2025-08-06,2025-07-22,834.85,Pagado
PP-000309,O-000309,PR-00043,Anastasia Pou Lucas S.L.,2025-07-25,30 días,2025-08-24,,1775.14,Pendiente
PP-000310,O-000310,PR-00045,Marco y Saez S.L.L.,2025-07-13,90 días,2025-10-11,,713.6,Pendiente
PP-000311,O-000311,PR-00046,Amílcar Aznar Ramirez S.Com.,2025-07-01,90 días,2025-09-29,,4519.4,Pendiente
PP-000312,O-000312,PR-00033,Comercial Cisneros y asociados S.A.,2025-08-08,90 días,2025-11-06,,6850.56,Pendiente
PP-000313,O-000313,PR-00635,Anna Figueras Cano S.L.N.E,2025-07-10,30 días,2025-08-09,,1633.24,Retrasado
PP-000314,O-000314,PR-00036,Mohamed Cuesta Torrents S.Coop.,2025-06-27,90 días,2025-09-25,2025-08-06,2476.84,Pagado
PP-000315,O-000315,PR-00036,Mohamed Cuesta Torrents S.Coop.,2025-07-07,90 días,2025-10-05,,13508.05,Pendiente
PP-000316,O-000316,PR-00815,Industrias del Sur S.L.N.E,2025-07-25,60 días,2025-09-23,,4605.66,Pendiente
PP-000317,O-000317,PR-00037,Hnos Romeu S.Com.,2025-07-15,90 días,2025-10-13,,786.62,Pendiente
PP-000318,O-000318,PR-00988,Hotel BE S.Com.,2025-06-24,90 días,2025-09-22,,7746.97,Pendiente
PP-000319,O-000319,PR-00988,Hotel BE S.Com.,2025-08-13,90 días,2025-11-11,,3277.12,Pendiente
PP-000320,O-000320,PR-00651,Desarrollo LH S.Coop.,2025-08-09,Contado,2025-08-09,2025-08-09,2341.5,Pagado
PP-000321,O-000321,PR-00009,Distribuciones Hernández y asociados S.L.L.,2025-07-06,60 días,2025-09-04,2025-08-27,5577.05,Pagado
PP-000322,O-000322,PR-00009,Distribuciones Hernández y asociados S.L.L.,2025-08-13,60 días,2025-10-12,,1602.28,Pendiente
PP-000323,O-000323,PR-01031,Infraestructuras Aramburu & Asociados S.Com.,2025-07-18,90 días,2025-10-16,2025-09-26,11384.9,Pagado
PP-000324,O-000324,PR-00011,Instalaciones YY S.Coop.,2025-07-11,90 días,2025-10-09,2025-08-15,328.32,Pagado
PP-000325,O-000325,PR-00011,Instalaciones YY S.Coop.,2025-07-21,90 días,2025-10-19,,11275.82,Pendiente
PP-000326,O-000326,PR-00013,Minería Globales S.A.,2025-08-10,90 días,2025-11-08,2025-09-20,7559.15,Pagado
PP-000327,O-000327,PR-00981,Zamora y Cadenas S.A.,2025-08-17,90 días,2025-11-15,2025-09-15,2218.35,Pagado
PP-000328,O-000328,PR-00664,Inversiones Echeverría & Asociados S.L.N.E,2025-07-20,90 días,2025-10-18,2025-08-07,2178.96,Pagado
PP-000329,O-000329,PR-00635,Anna Figueras Cano S.L.N.E,2025-07-16,30 días,2025-08-15,,3049.27,Retrasado
PP-000330,O-000330,PR-00958,Alimentación Roldán & Asociados S.A.,2025-07-18,60 días,2025-09-16,,4555.65,Pendiente
PP-000331,O-000331,PR-00651,Desarrollo LH S.Coop.,2025-06-24,Contado,2025-06-24,,699.65,Pendiente
PP-000332,O-000332,PR-01031,Infraestructuras Aramburu & Asociados S.Com.,2025-07-12,90 días,2025-10-10,,6037.62,Pendiente
PP-000333,O-000333,PR-00012,Grupo Cabezas S.A.,2025-07-07,60 días,2025-09-05,,411.84,Pendiente
PP-000334,O-000334,PR-01026,Consultoría Lopez y asociados S.L.,2025-08-01,30 días,2025-08-31,,2022.79,Pendiente
PP-000335,O-000335,PR-00014,Comercial Hierro S.L.,2025-07-16,30 días,2025-08-15,,1433.7,Retrasado
PP-000336,O-000336,PR-00014,Comercial Hierro S.L.,2025-07-05,30 días,2025-08-04,2025-07-18,1916.46,Pagado
PP-000337,O-000337,PR-00044,Hnos Ramón S.Com.,2025-06-26,60 días,2025-08-25,2025-07-07,433.4,Pagado
PP-000338,O-000338,PR-00046,Amílcar Aznar Ramirez S.Com.,2025-07-10,90 días,2025-10-08,2025-09-22,3863.16,Pagado
PP-000339,O-000339,PR-01267,Alimentación Internacionales S.Com.,2025-07-10,60 días,2025-09-08,,201.81,Pendiente
PP-000340,O-000340,PR-00047,Familia Mateo S.L.U.,2025-07-08,90 días,2025-10-06,,517.7,Pendiente
PP-000341,O-000341,PR-00844,Desarrollo Ibérica S.A.,2025-07-27,60 días,2025-09-25,,3995.94,Pendiente
PP-000342,O-000342,PR-00622,Consultoría MPN S.A.,2025-06-26,90 días,2025-09-24,,11550.42,Pendiente
PP-000343,O-000343,PR-00037,Hnos Romeu S.Com.,2025-06-30,90 días,2025-09-28,2025-09-16,12852.6,Pagado
PP-000344,O-000344,PR-00815,Industrias del Sur S.L.N.E,2025-08-07,60 días,2025-10-06,2025-09-19,1740.96,Pagado
PP-000345,O-000345,PR-00007,Farmaceútica Iberia S.Coop.,2025-07-04,90 días,2025-10-02,,1708.8,Pendiente
PP-000346,O-000346,PR-00958,Alimentación Roldán & Asociados S.A.,2025-08-16,60 días,2025-10-15,,641.82,Pendiente
PP-000347,O-000347,PR-00010,Eduardo Manso Soler S.L.U.,2025-07-29,90 días,2025-10-27,2025-10-25,2428.44,Pagado
PP-000348,O-000348,PR-00012,Grupo Cabezas S.A.,2025-07-17,60 días,2025-09-15,,2360.96,Pendiente
PP-000349,O-000349,PR-01026,Consultoría Lopez y asociados S.L.,2025-07-18,30 días,2025-08-17,2025-08-12,6834.87,Pagado
PP-000350,O-000350,PR-00716,Distribuciones XZBK S.A.,2025-07-03,90 días,2025-10-01,,745.94,Pendiente
PP-000351,O-000351,PR-01076,Poza & Asociados S.A.,2025-07-29,90 días,2025-10-27,2025-09-07,4704.98,Pagado
PP-000352,O-000352,PR-00015,Servicios Sanmartín S.L.N.E,2025-07-06,90 días,2025-10-04,2025-07-30,3490.08,Pagado
PP-000353,O-000353,PR-00043,Anastasia Pou Lucas S.L.,2025-06-26,30 días,2025-07-26,,3270.0,Pendiente
PP-000354,O-000354,PR-00043,Anastasia Pou Lucas S.L.,2025-06-27,30 días,2025-07-27,,11299.86,Retrasado
PP-000355,O-000355,PR-01267,Alimentación Internacionales S.Com.,2025-07-30,60 días,2025-09-28,2025-09-17,1394.3,Pagado
PP-000356,O-000356,PR-00844,Desarrollo Ibérica S.A.,2025-08-11,60 días,2025-10-10,2025-10-07,5812.38,Pagado
PP-000357,O-000357,PR-00036,Mohamed Cuesta Torrents S.Coop.,2025-07-30,90 días,2025-10-28,2025-10-20,4002.52,Pagado
PP-000358,O-000358,PR-00622,Consultoría MPN S.A.,2025-08-03,90 días,2025-11-01,,4034.88,Pendiente
PP-000359,O-000359,PR-00647,Cabrera & Asociados S.Coop.,2025-08-18,90 días,2025-11-16,2025-11-15,7225.06,Pagado
PP-000360,O-000360,PR-00958,Alimentación Roldán & Asociados S.A.,2025-07-11,60 días,2025-09-09,,6617.52,Pendiente
PP-000361,O-000361,PR-00651,Desarrollo LH S.Coop.,2025-08-14,Contado,2025-08-14,,848.25,Pendiente
PP-000362,O-000362,PR-00651,Desarrollo LH S.Coop.,2025-07-08,Contado,2025-07-08,2025-07-08,8604.81,Pagado
PP-000363,O-000363,PR-01031,Infraestructuras Aramburu & Asociados S.Com.,2025-08-15,90 días,2025-11-13,,6074.55,Pendiente
PP-000364,O-000364,PR-00009,Distribuciones Hernández y asociados S.L.L.,2025-08-05,60 días,2025-10-04,2025-08-08,1517.76,Pagado
PP-000365,O-000365,PR-01170,Enrique Adadia Perera S.Coop.,2025-08-11,30 días,2025-09-10,2025-09-09,8743.72,Pagado
PP-000366,O-000366,PR-00014,Comercial Hierro S.L.,2025-08-06,30 días,2025-09-05,,943.2,Pendiente
PP-000367,O-000367,PR-01076,Poza & Asociados S.A.,2025-08-04,90 días,2025-11-02,2025-08-18,2339.54,Pagado
PP-000368,O-000368,PR-00015,Servicios Sanmartín S.L.N.E,2025-07-24,90 días,2025-10-22,2025-08-15,12837.33,Pagado
PP-000369,O-000369,PR-00043,Anastasia Pou Lucas S.L.,2025-06-23,30 días,2025-07-23,,6163.98,Retrasado
PP-000370,O-000370,PR-00045,Marco y Saez S.L.L.,2025-07-29,90 días,2025-10-27,,1561.84,Pendiente
PP-000371,O-000371,PR-00046,Amílcar Aznar Ramirez S.Com.,2025-08-15,90 días,2025-11-13,2025-10-08,4460.96,Pagado
PP-000372,O-000372,PR-00046,Amílcar Aznar Ramirez S.Com.,2025-08-14,90 días,2025-11-12,,3758.36,Pendiente
PP-000373,O-000373,PR-00033,Comercial Cisneros y asociados S.A.,2025-08-01,90 días,2025-10-30,,2663.7,Pendiente
PP-000374,O-000374,PR-00035,Narváez & Asociados S.Com.,2025-07-07,90 días,2025-10-05,,376.74,Pendiente
PP-000375,O-000375,PR-00007,Farmaceútica Iberia S.Coop.,2025-07-27,90 días,2025-10-25,,2035.53,Pendiente
PP-000376,O-000376,PR-00007,Farmaceútica Iberia S.Coop.,2025-07-24,90 días,2025-10-22,,1431.4,Pendiente
PP-000377,O-000377,PR-00009,Distribuciones Hernández y asociados S.L.L.,2025-08-06,60 días,2025-10-05,,8553.16,Pendiente
PP-000378,O-000378,PR-00010,Eduardo Manso Soler S.L.U.,2025-06-30,90 días,2025-09-28,2025-08-02,94.6,Pagado
PP-000379,O-000379,PR-00010,Eduardo Manso Soler S.L.U.,2025-08-06,90 días,2025-11-04,,5276.96,Pendiente
PP-000380,O-000380,PR-00010,Eduardo Manso Soler S.L.U.,2025-07-27,90 días,2025-10-25,,8179.0,Pendiente
PP-000381,O-000381,PR-00044,Hnos Ramón S.Com.,2025-08-18,60 días,2025-10-17,,5076.72,Pendiente
PP-000382,O-000382,PR-00046,Amílcar Aznar Ramirez S.Com.,2025-07-09,90 días,2025-10-07,,667.08,Pendiente
PP-000383,O-000383,PR-00046,Amílcar Aznar Ramirez S.Com.,2025-07-18,90 días,2025-10-16,,1686.72,Pendiente
PP-000384,O-000384,PR-00047,Familia Mateo S.L.U.,2025-06-30,90 días,2025-09-28,2025-08-06,4697.35,Pagado
PP-000385,O-000385,PR-00664,Inversiones Echeverría & Asociados S.L.N.E,2025-06-23,90 días,2025-09-21,,9642.52,Pendiente
PP-000386,O-000386,PR-00815,Industrias del Sur S.L.N.E,2025-06-28,60 días,2025-08-27,2025-08-07,1437.24,Pagado
PP-000387,O-000387,PR-00007,Farmaceútica Iberia S.Coop.,2025-08-06,90 días,2025-11-04,2025-09-18,1519.98,Pagado
PP-000388,O-000388,PR-00651,Desarrollo LH S.Coop.,2025-08-19,Contado,2025-08-19,,12216.14,Pendiente
PP-000389,O-000389,PR-00012,Grupo Cabezas S.A.,2025-06-24,60 días,2025-08-23,2025-08-12,178.0,Pagado
PP-000390,O-000390,PR-00716,Distribuciones XZBK S.A.,2025-06-28,90 días,2025-09-26,2025-07-28,2295.02,Pagado
PP-000391,O-000391,PR-00014,Comercial Hierro S.L.,2025-08-13,30 días,2025-09-12,2025-09-03,8093.4,Pagado
PP-000392,O-000392,PR-00981,Zamora y Cadenas S.A.,2025-06-30,90 días,2025-09-28,2025-08-14,1109.76,Pagado
PP-000393,O-000393,PR-00046,Amílcar Aznar Ramirez S.Com.,2025-07-26,90 días,2025-10-24,2025-09-22,5925.76,Pagado
PP-000394,O-000394,PR-01267,Alimentación Internacionales S.Com.,2025-07-03,60 días,2025-09-01,2025-07-28,6948.6,Pagado
PP-000395,O-000395,PR-00033,Comercial Cisneros y asociados S.A.,2025-08-01,90 días,2025-10-30,,912.3,Pendiente
PP-000396,O-000396,PR-00635,Anna Figueras Cano S.L.N.E,2025-08-11,30 días,2025-09-10,2025-08-19,3207.75,Pagado
PP-000397,O-000397,PR-00035,Narváez & Asociados S.Com.,2025-07-04,90 días,2025-10-02,,5025.0,Pendiente
PP-000398,O-000398,PR-00035,Narváez & Asociados S.Com.,2025-07-02,90 días,2025-09-30,2025-09-24,8215.76,Pagado
PP-000399,O-000399,PR-00035,Narváez & Asociados S.Com.,2025-07-05,90 días,2025-10-03,,11359.0,Pendiente
PP-000400,O-000400,PR-00037,Hnos Romeu S.Com.,2025-07-27,90 días,2025-10-25,2025-09-08,2530.71,Pagado
PP-000401,O-000401,PR-00011,Instalaciones YY S.Coop.,2025-07-21,90 días,2025-10-19,,4399.89,Pendiente
PP-000402,O-000402,PR-00012,Grupo Cabezas S.A.,2025-07-06,60 días,2025-09-04,2025-08-23,3567.73,Pagado
PP-000403,O-000403,PR-00013,Minería Globales S.A.,2025-08-14,90 días,2025-11-12,2025-11-01,609.57,Pagado
PP-000404,O-000404,PR-00716,Distribuciones XZBK S.A.,2025-08-03,90 días,2025-11-01,,9436.02,Pendiente
PP-000405,O-000405,PR-00043,Anastasia Pou Lucas S.L.,2025-06-30,30 días,2025-07-30,2025-07-16,1315.21,Pagado
PP-000406,O-000406,PR-00044,Hnos Ramón S.Com.,2025-07-10,60 días,2025-09-08,2025-09-01,2688.84,Pagado
PP-000407,O-000407,PR-00046,Amílcar Aznar Ramirez S.Com.,2025-08-06,90 días,2025-11-04,,4049.4,Pendiente
PP-000408,O-000408,PR-00047,Familia Mateo S.L.U.,2025-08-13,90 días,2025-11-11,,1652.42,Pendiente
PP-000409,O-000409,PR-00047,Familia Mateo S.L.U.,2025-08-10,90 días,2025-11-08,2025-10-31,2083.54,Pagado
PP-000410,O-000410,PR-00033,Comercial Cisneros y asociados S.A.,2025-07-02,90 días,2025-09-30,,3057.16,Pendiente
PP-000411,O-000411,PR-01134,Vilanova & Asociados S.Com.,2025-07-01,30 días,2025-07-31,2025-07-12,8136.46,Pagado
PP-000412,O-000412,PR-00622,Consultoría MPN S.A.,2025-06-26,90 días,2025-09-24,2025-07-23,5748.16,Pagado
PP-000413,O-000413,PR-00036,Mohamed Cuesta Torrents S.Coop.,2025-08-07,90 días,2025-11-05,2025-08-14,194.88,Pagado
PP-000414,O-000414,PR-00007,Farmaceútica Iberia S.Coop.,2025-06-29,90 días,2025-09-27,,676.89,Pendiente
